MURDER_PER_CAPITA,ATTEMPT TO MURDER_PER_CAPITA,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_PER_CAPITA,RAPE_PER_CAPITA,CUSTODIAL RAPE_PER_CAPITA,OTHER RAPE_PER_CAPITA,KIDNAPPING & ABDUCTION_PER_CAPITA,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS_PER_CAPITA,KIDNAPPING AND ABDUCTION OF OTHERS_PER_CAPITA,DACOITY_PER_CAPITA,PREPARATION AND ASSEMBLY FOR DACOITY_PER_CAPITA,ROBBERY_PER_CAPITA,BURGLARY_PER_CAPITA,THEFT_PER_CAPITA,AUTO THEFT_PER_CAPITA,OTHER THEFT_PER_CAPITA,RIOTS_PER_CAPITA,CRIMINAL BREACH OF TRUST_PER_CAPITA,CHEATING_PER_CAPITA,COUNTERFIETING_PER_CAPITA,ARSON_PER_CAPITA,HURT/GREVIOUS HURT_PER_CAPITA,DOWRY DEATHS_PER_CAPITA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_PER_CAPITA,INSULT TO MODESTY OF WOMEN_PER_CAPITA,CRUELTY BY HUSBAND OR HIS RELATIVES_PER_CAPITA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_PER_CAPITA,CAUSING DEATH BY NEGLIGENCE_PER_CAPITA,OTHER IPC CRIMES_PER_CAPITA,TOTAL IPC CRIMES_PER_CAPITA,STATE,YEAR,GDP,literacy_rate_percentage,Literacy_Rate_per_capita,STATE/UT,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total,grand_total_capita
3.984076816238148e-05,3.739104758363499e-05,2.7340631459224183e-06,9.711392294316429e-06,0.0,9.711392294316429e-06,2.3611369328186003e-05,5.664978838351251e-06,1.7946390489834753e-05,1.4118702085543368e-05,1.607629129802382e-06,2.409256444186835e-05,3.535690460306871e-05,0.0001060925863143,1.1483065212874156e-05,9.460952110149936e-05,9.411738973523332e-05,1.034569494417043e-05,1.814324303634117e-05,9.295814696136222e-07,5.489998797012216e-06,8.25030894913549e-05,9.39424096938943e-06,6.146173952033596e-06,2.296613042574832e-07,1.703868152538851e-05,9.077089644462428e-07,2.631262371635735e-05,0.0004009995734861,0.0009671146884808,Bihar,2005,0.0009021314756285,52.928,0.52928,Bihar,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3.984076816238148e-05,3.739104758363499e-05,2.7340631459224183e-06,9.711392294316429e-06,0.0,9.711392294316429e-06,2.3611369328186003e-05,5.664978838351251e-06,1.7946390489834753e-05,1.4118702085543368e-05,1.607629129802382e-06,2.409256444186835e-05,3.535690460306871e-05,0.0001060925863143,1.1483065212874156e-05,9.460952110149936e-05,9.411738973523332e-05,1.034569494417043e-05,1.814324303634117e-05,9.295814696136222e-07,5.489998797012216e-06,8.25030894913549e-05,9.39424096938943e-06,6.146173952033596e-06,2.296613042574832e-07,1.703868152538851e-05,9.077089644462428e-07,2.631262371635735e-05,0.0004009995734861,0.0009671146884808,Bihar,2005,0.0009021314756285,52.928,0.52928,Bihar,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3.894215865482261e-05,3.654769158408962e-05,2.6723962843002064e-06,9.492351601834333e-06,0.0,9.492351601834333e-06,2.3078814311216583e-05,5.537205101070028e-06,1.7541609210146553e-05,1.3800254412126266e-05,1.5713690151685213e-06,2.3549156057253414e-05,3.455942874857027e-05,0.0001036996654159,1.1224064394060869e-05,9.247560102192434e-05,9.19945696907503e-05,1.011234753979198e-05,1.7734021742616168e-05,9.0861473666207e-07,5.366171738874814e-06,8.064223027504303e-05,9.182353632855508e-06,6.007546847106864e-06,2.2448128788121734e-07,1.6654373643758884e-05,8.872355663876685e-07,2.5719141840105185e-05,0.0003919550182257,0.0009453013928529,Bihar,2006,0.0010768367379661,54.41,0.5440999999999999,Bihar,Educational Standard - Illiterate,2067,86,2153,14050,659,14709,0,0,0,40,0,40,16157,745,16902,0.00018067536798896836
3.894215865482261e-05,3.654769158408962e-05,2.6723962843002064e-06,9.492351601834333e-06,0.0,9.492351601834333e-06,2.3078814311216583e-05,5.537205101070028e-06,1.7541609210146553e-05,1.3800254412126266e-05,1.5713690151685213e-06,2.3549156057253414e-05,3.455942874857027e-05,0.0001036996654159,1.1224064394060869e-05,9.247560102192434e-05,9.19945696907503e-05,1.011234753979198e-05,1.7734021742616168e-05,9.0861473666207e-07,5.366171738874814e-06,8.064223027504303e-05,9.182353632855508e-06,6.007546847106864e-06,2.2448128788121734e-07,1.6654373643758884e-05,8.872355663876685e-07,2.5719141840105185e-05,0.0003919550182257,0.0009453013928529,Bihar,2006,0.0010768367379661,54.41,0.5440999999999999,Bihar,Educational Standard - Below Class X,3585,56,3641,14681,445,15126,0,0,0,58,0,58,18324,501,18825,0.00020123144020780552
3.894215865482261e-05,3.654769158408962e-05,2.6723962843002064e-06,9.492351601834333e-06,0.0,9.492351601834333e-06,2.3078814311216583e-05,5.537205101070028e-06,1.7541609210146553e-05,1.3800254412126266e-05,1.5713690151685213e-06,2.3549156057253414e-05,3.455942874857027e-05,0.0001036996654159,1.1224064394060869e-05,9.247560102192434e-05,9.19945696907503e-05,1.011234753979198e-05,1.7734021742616168e-05,9.0861473666207e-07,5.366171738874814e-06,8.064223027504303e-05,9.182353632855508e-06,6.007546847106864e-06,2.2448128788121734e-07,1.6654373643758884e-05,8.872355663876685e-07,2.5719141840105185e-05,0.0003919550182257,0.0009453013928529,Bihar,2006,0.0010768367379661,54.41,0.5440999999999999,Bihar,Educational Standard - Class X and above but below graduate,767,7,774,5711,154,5865,0,0,0,35,0,35,6513,161,6674,7.134229120567831e-05
3.894215865482261e-05,3.654769158408962e-05,2.6723962843002064e-06,9.492351601834333e-06,0.0,9.492351601834333e-06,2.3078814311216583e-05,5.537205101070028e-06,1.7541609210146553e-05,1.3800254412126266e-05,1.5713690151685213e-06,2.3549156057253414e-05,3.455942874857027e-05,0.0001036996654159,1.1224064394060869e-05,9.247560102192434e-05,9.19945696907503e-05,1.011234753979198e-05,1.7734021742616168e-05,9.0861473666207e-07,5.366171738874814e-06,8.064223027504303e-05,9.182353632855508e-06,6.007546847106864e-06,2.2448128788121734e-07,1.6654373643758884e-05,8.872355663876685e-07,2.5719141840105185e-05,0.0003919550182257,0.0009453013928529,Bihar,2006,0.0010768367379661,54.41,0.5440999999999999,Bihar,Educational Standard - Graduate,154,0,154,1447,11,1458,0,0,0,8,0,8,1609,11,1620,1.7317127922265337e-05
3.894215865482261e-05,3.654769158408962e-05,2.6723962843002064e-06,9.492351601834333e-06,0.0,9.492351601834333e-06,2.3078814311216583e-05,5.537205101070028e-06,1.7541609210146553e-05,1.3800254412126266e-05,1.5713690151685213e-06,2.3549156057253414e-05,3.455942874857027e-05,0.0001036996654159,1.1224064394060869e-05,9.247560102192434e-05,9.19945696907503e-05,1.011234753979198e-05,1.7734021742616168e-05,9.0861473666207e-07,5.366171738874814e-06,8.064223027504303e-05,9.182353632855508e-06,6.007546847106864e-06,2.2448128788121734e-07,1.6654373643758884e-05,8.872355663876685e-07,2.5719141840105185e-05,0.0003919550182257,0.0009453013928529,Bihar,2006,0.0010768367379661,54.41,0.5440999999999999,Bihar,Educational Standard - Post-Graduate,27,0,27,134,0,134,0,0,0,0,0,0,161,0,161,1.7210232070893329e-06
3.894215865482261e-05,3.654769158408962e-05,2.6723962843002064e-06,9.492351601834333e-06,0.0,9.492351601834333e-06,2.3078814311216583e-05,5.537205101070028e-06,1.7541609210146553e-05,1.3800254412126266e-05,1.5713690151685213e-06,2.3549156057253414e-05,3.455942874857027e-05,0.0001036996654159,1.1224064394060869e-05,9.247560102192434e-05,9.19945696907503e-05,1.011234753979198e-05,1.7734021742616168e-05,9.0861473666207e-07,5.366171738874814e-06,8.064223027504303e-05,9.182353632855508e-06,6.007546847106864e-06,2.2448128788121734e-07,1.6654373643758884e-05,8.872355663876685e-07,2.5719141840105185e-05,0.0003919550182257,0.0009453013928529,Bihar,2006,0.0010768367379661,54.41,0.5440999999999999,Bihar,Educational Standard - Holding technical degree/diploma etc,16,0,16,83,0,83,0,0,0,0,0,0,99,0,99,1.0582689285828817e-06
3.808319133589103e-05,3.574154026280852e-05,2.6134498583510177e-06,9.282973896862817e-06,0.0,9.282973896862817e-06,2.2569752976719388e-05,5.415068106503309e-06,1.715468487021608e-05,1.3495855068524656e-05,1.5367085167103985e-06,2.3029720151789167e-05,3.379713356819536e-05,0.0001014123083034,1.0976489405074277e-05,9.043581889837862e-05,8.996539792387543e-05,9.889294264000251e-06,1.7342853260017354e-05,8.88572951839346e-07,5.247807315568843e-06,7.886346292560031e-05,8.979813713294098e-06,5.875035281573088e-06,2.1952978810148549e-07,1.6287019517243543e-05,8.676653529725379e-07,2.5151841436770195e-05,0.0003833094638246,0.0009244503914947,Bihar,2007,0.0011883879195893,55.892,0.5589200000000001,Bihar,Educational Standard - Illiterate,1813,72,1885,10381,579,10960,0,0,0,5,0,5,12199,651,12850,0.00013433132271924232
3.808319133589103e-05,3.574154026280852e-05,2.6134498583510177e-06,9.282973896862817e-06,0.0,9.282973896862817e-06,2.2569752976719388e-05,5.415068106503309e-06,1.715468487021608e-05,1.3495855068524656e-05,1.5367085167103985e-06,2.3029720151789167e-05,3.379713356819536e-05,0.0001014123083034,1.0976489405074277e-05,9.043581889837862e-05,8.996539792387543e-05,9.889294264000251e-06,1.7342853260017354e-05,8.88572951839346e-07,5.247807315568843e-06,7.886346292560031e-05,8.979813713294098e-06,5.875035281573088e-06,2.1952978810148549e-07,1.6287019517243543e-05,8.676653529725379e-07,2.5151841436770195e-05,0.0003833094638246,0.0009244503914947,Bihar,2007,0.0011883879195893,55.892,0.5589200000000001,Bihar,Educational Standard - Below Class X,3399,57,3456,15316,441,15757,0,0,0,21,0,21,18736,498,19234,0.0002010683783020939
3.808319133589103e-05,3.574154026280852e-05,2.6134498583510177e-06,9.282973896862817e-06,0.0,9.282973896862817e-06,2.2569752976719388e-05,5.415068106503309e-06,1.715468487021608e-05,1.3495855068524656e-05,1.5367085167103985e-06,2.3029720151789167e-05,3.379713356819536e-05,0.0001014123083034,1.0976489405074277e-05,9.043581889837862e-05,8.996539792387543e-05,9.889294264000251e-06,1.7342853260017354e-05,8.88572951839346e-07,5.247807315568843e-06,7.886346292560031e-05,8.979813713294098e-06,5.875035281573088e-06,2.1952978810148549e-07,1.6287019517243543e-05,8.676653529725379e-07,2.5151841436770195e-05,0.0003833094638246,0.0009244503914947,Bihar,2007,0.0011883879195893,55.892,0.5589200000000001,Bihar,Educational Standard - Class X and above but below graduate,711,7,718,4957,126,5083,15,0,15,4,0,4,5687,133,5820,6.084111270241169e-05
3.808319133589103e-05,3.574154026280852e-05,2.6134498583510177e-06,9.282973896862817e-06,0.0,9.282973896862817e-06,2.2569752976719388e-05,5.415068106503309e-06,1.715468487021608e-05,1.3495855068524656e-05,1.5367085167103985e-06,2.3029720151789167e-05,3.379713356819536e-05,0.0001014123083034,1.0976489405074277e-05,9.043581889837862e-05,8.996539792387543e-05,9.889294264000251e-06,1.7342853260017354e-05,8.88572951839346e-07,5.247807315568843e-06,7.886346292560031e-05,8.979813713294098e-06,5.875035281573088e-06,2.1952978810148549e-07,1.6287019517243543e-05,8.676653529725379e-07,2.5151841436770195e-05,0.0003833094638246,0.0009244503914947,Bihar,2007,0.0011883879195893,55.892,0.5589200000000001,Bihar,Educational Standard - Graduate,163,0,163,1298,10,1308,7,0,7,2,0,2,1470,10,1480,1.5471623161438024e-05
3.808319133589103e-05,3.574154026280852e-05,2.6134498583510177e-06,9.282973896862817e-06,0.0,9.282973896862817e-06,2.2569752976719388e-05,5.415068106503309e-06,1.715468487021608e-05,1.3495855068524656e-05,1.5367085167103985e-06,2.3029720151789167e-05,3.379713356819536e-05,0.0001014123083034,1.0976489405074277e-05,9.043581889837862e-05,8.996539792387543e-05,9.889294264000251e-06,1.7342853260017354e-05,8.88572951839346e-07,5.247807315568843e-06,7.886346292560031e-05,8.979813713294098e-06,5.875035281573088e-06,2.1952978810148549e-07,1.6287019517243543e-05,8.676653529725379e-07,2.5151841436770195e-05,0.0003833094638246,0.0009244503914947,Bihar,2007,0.0011883879195893,55.892,0.5589200000000001,Bihar,Educational Standard - Post-Graduate,26,0,26,123,0,123,2,0,2,0,0,0,151,0,151,1.5785237144440147e-06
3.808319133589103e-05,3.574154026280852e-05,2.6134498583510177e-06,9.282973896862817e-06,0.0,9.282973896862817e-06,2.2569752976719388e-05,5.415068106503309e-06,1.715468487021608e-05,1.3495855068524656e-05,1.5367085167103985e-06,2.3029720151789167e-05,3.379713356819536e-05,0.0001014123083034,1.0976489405074277e-05,9.043581889837862e-05,8.996539792387543e-05,9.889294264000251e-06,1.7342853260017354e-05,8.88572951839346e-07,5.247807315568843e-06,7.886346292560031e-05,8.979813713294098e-06,5.875035281573088e-06,2.1952978810148549e-07,1.6287019517243543e-05,8.676653529725379e-07,2.5151841436770195e-05,0.0003833094638246,0.0009244503914947,Bihar,2007,0.0011883879195893,55.892,0.5589200000000001,Bihar,Educational Standard - Holding technical degree/diploma etc,18,0,18,85,0,85,0,0,0,0,0,0,103,0,103,1.0767413416406192e-06
3.726129959394082e-05,3.4970184823410285e-05,2.5570477349671164e-06,9.082633554603198e-06,0.0,9.082633554603198e-06,2.208266423917602e-05,5.298202906851865e-06,1.6784461332324153e-05,1.3204594503370189e-05,1.5035440681606644e-06,2.253270464053023e-05,3.306774130859475e-05,9.922368030766398e-05,1.0739600486861888e-05,8.84840798208021e-05,8.802381122850801e-05,9.675868629115569e-06,1.6968568769241785e-05,8.693962298888196e-07,5.13455185181397e-06,7.71614724503677e-05,8.786016017347012e-06,5.7482433082060775e-06,2.1479200973723777e-07,1.593552148431507e-05,8.489398480090826e-07,2.4609027401323528e-05,0.0003750370771921,0.0009044993811944,Bihar,2008,0.0014552567787335,57.374,0.57374,Bihar,Educational Standard - Illiterate,1691,71,1762,8791,526,9317,0,0,0,7,0,7,10489,597,11086,0.0001133897247593818
3.726129959394082e-05,3.4970184823410285e-05,2.5570477349671164e-06,9.082633554603198e-06,0.0,9.082633554603198e-06,2.208266423917602e-05,5.298202906851865e-06,1.6784461332324153e-05,1.3204594503370189e-05,1.5035440681606644e-06,2.253270464053023e-05,3.306774130859475e-05,9.922368030766398e-05,1.0739600486861888e-05,8.84840798208021e-05,8.802381122850801e-05,9.675868629115569e-06,1.6968568769241785e-05,8.693962298888196e-07,5.13455185181397e-06,7.71614724503677e-05,8.786016017347012e-06,5.7482433082060775e-06,2.1479200973723777e-07,1.593552148431507e-05,8.489398480090826e-07,2.4609027401323528e-05,0.0003750370771921,0.0009044993811944,Bihar,2008,0.0014552567787335,57.374,0.57374,Bihar,Educational Standard - Below Class X,3294,50,3344,15272,427,15699,0,0,0,22,0,22,18588,477,19065,0.0001950004602685923
3.726129959394082e-05,3.4970184823410285e-05,2.5570477349671164e-06,9.082633554603198e-06,0.0,9.082633554603198e-06,2.208266423917602e-05,5.298202906851865e-06,1.6784461332324153e-05,1.3204594503370189e-05,1.5035440681606644e-06,2.253270464053023e-05,3.306774130859475e-05,9.922368030766398e-05,1.0739600486861888e-05,8.84840798208021e-05,8.802381122850801e-05,9.675868629115569e-06,1.6968568769241785e-05,8.693962298888196e-07,5.13455185181397e-06,7.71614724503677e-05,8.786016017347012e-06,5.7482433082060775e-06,2.1479200973723777e-07,1.593552148431507e-05,8.489398480090826e-07,2.4609027401323528e-05,0.0003750370771921,0.0009044993811944,Bihar,2008,0.0014552567787335,57.374,0.57374,Bihar,Educational Standard - Class X and above but below graduate,702,8,710,5077,130,5207,17,0,17,5,0,5,5801,138,5939,6.074522599187882e-05
3.726129959394082e-05,3.4970184823410285e-05,2.5570477349671164e-06,9.082633554603198e-06,0.0,9.082633554603198e-06,2.208266423917602e-05,5.298202906851865e-06,1.6784461332324153e-05,1.3204594503370189e-05,1.5035440681606644e-06,2.253270464053023e-05,3.306774130859475e-05,9.922368030766398e-05,1.0739600486861888e-05,8.84840798208021e-05,8.802381122850801e-05,9.675868629115569e-06,1.6968568769241785e-05,8.693962298888196e-07,5.13455185181397e-06,7.71614724503677e-05,8.786016017347012e-06,5.7482433082060775e-06,2.1479200973723777e-07,1.593552148431507e-05,8.489398480090826e-07,2.4609027401323528e-05,0.0003750370771921,0.0009044993811944,Bihar,2008,0.0014552567787335,57.374,0.57374,Bihar,Educational Standard - Graduate,140,2,142,1201,13,1214,4,0,4,5,0,5,1350,15,1365,1.3961480632920456e-05
3.726129959394082e-05,3.4970184823410285e-05,2.5570477349671164e-06,9.082633554603198e-06,0.0,9.082633554603198e-06,2.208266423917602e-05,5.298202906851865e-06,1.6784461332324153e-05,1.3204594503370189e-05,1.5035440681606644e-06,2.253270464053023e-05,3.306774130859475e-05,9.922368030766398e-05,1.0739600486861888e-05,8.84840798208021e-05,8.802381122850801e-05,9.675868629115569e-06,1.6968568769241785e-05,8.693962298888196e-07,5.13455185181397e-06,7.71614724503677e-05,8.786016017347012e-06,5.7482433082060775e-06,2.1479200973723777e-07,1.593552148431507e-05,8.489398480090826e-07,2.4609027401323528e-05,0.0003750370771921,0.0009044993811944,Bihar,2008,0.0014552567787335,57.374,0.57374,Bihar,Educational Standard - Post-Graduate,23,0,23,120,2,122,3,0,3,0,0,0,146,2,148,1.513772259100533e-06
3.726129959394082e-05,3.4970184823410285e-05,2.5570477349671164e-06,9.082633554603198e-06,0.0,9.082633554603198e-06,2.208266423917602e-05,5.298202906851865e-06,1.6784461332324153e-05,1.3204594503370189e-05,1.5035440681606644e-06,2.253270464053023e-05,3.306774130859475e-05,9.922368030766398e-05,1.0739600486861888e-05,8.84840798208021e-05,8.802381122850801e-05,9.675868629115569e-06,1.6968568769241785e-05,8.693962298888196e-07,5.13455185181397e-06,7.71614724503677e-05,8.786016017347012e-06,5.7482433082060775e-06,2.1479200973723777e-07,1.593552148431507e-05,8.489398480090826e-07,2.4609027401323528e-05,0.0003750370771921,0.0009044993811944,Bihar,2008,0.0014552567787335,57.374,0.57374,Bihar,Educational Standard - Holding technical degree/diploma etc,18,0,18,88,0,88,0,0,0,0,0,0,106,0,106,1.0841882396260574e-06
3.647413370177915e-05,3.423142001822205e-05,2.503028664684268e-06,8.89075781695852e-06,0.0,8.89075781695852e-06,2.161615554821334e-05,5.186275393225804e-06,1.6429880154987536e-05,1.292564002442956e-05,1.4717808548343495e-06,2.205668859319777e-05,3.236916669169695e-05,9.712752430440834e-05,1.0512720391673923e-05,8.66148039127344e-05,8.616425875309124e-05,9.47146046716527e-06,1.6610098218844802e-05,8.510297459926511e-07,5.02608155868601e-06,7.553139298551246e-05,8.600406491855144e-06,5.626808438210234e-06,2.102544078334785e-07,1.5598874638312356e-05,8.310055166751769e-07,2.4089147868921395e-05,0.0003671142081919,0.0008853913235014,Bihar,2009,0.0016312037565454,58.856,0.58856,Bihar,Educational Standard - Illiterate,1821,62,1883,8360,444,8804,0,0,0,1,0,1,10182,506,10688,0.00010700948147258182
3.647413370177915e-05,3.423142001822205e-05,2.503028664684268e-06,8.89075781695852e-06,0.0,8.89075781695852e-06,2.161615554821334e-05,5.186275393225804e-06,1.6429880154987536e-05,1.292564002442956e-05,1.4717808548343495e-06,2.205668859319777e-05,3.236916669169695e-05,9.712752430440834e-05,1.0512720391673923e-05,8.66148039127344e-05,8.616425875309124e-05,9.47146046716527e-06,1.6610098218844802e-05,8.510297459926511e-07,5.02608155868601e-06,7.553139298551246e-05,8.600406491855144e-06,5.626808438210234e-06,2.102544078334785e-07,1.5598874638312356e-05,8.310055166751769e-07,2.4089147868921395e-05,0.0003671142081919,0.0008853913235014,Bihar,2009,0.0016312037565454,58.856,0.58856,Bihar,Educational Standard - Below Class X,2814,37,2851,13719,351,14070,3,0,3,2,1,3,16538,389,16927,0.0001694750648284424
3.647413370177915e-05,3.423142001822205e-05,2.503028664684268e-06,8.89075781695852e-06,0.0,8.89075781695852e-06,2.161615554821334e-05,5.186275393225804e-06,1.6429880154987536e-05,1.292564002442956e-05,1.4717808548343495e-06,2.205668859319777e-05,3.236916669169695e-05,9.712752430440834e-05,1.0512720391673923e-05,8.66148039127344e-05,8.616425875309124e-05,9.47146046716527e-06,1.6610098218844802e-05,8.510297459926511e-07,5.02608155868601e-06,7.553139298551246e-05,8.600406491855144e-06,5.626808438210234e-06,2.102544078334785e-07,1.5598874638312356e-05,8.310055166751769e-07,2.4089147868921395e-05,0.0003671142081919,0.0008853913235014,Bihar,2009,0.0016312037565454,58.856,0.58856,Bihar,Educational Standard - Class X and above but below graduate,643,7,650,3952,108,4060,3,0,3,3,0,3,4601,115,4716,4.721713273060403e-05
3.647413370177915e-05,3.423142001822205e-05,2.503028664684268e-06,8.89075781695852e-06,0.0,8.89075781695852e-06,2.161615554821334e-05,5.186275393225804e-06,1.6429880154987536e-05,1.292564002442956e-05,1.4717808548343495e-06,2.205668859319777e-05,3.236916669169695e-05,9.712752430440834e-05,1.0512720391673923e-05,8.66148039127344e-05,8.616425875309124e-05,9.47146046716527e-06,1.6610098218844802e-05,8.510297459926511e-07,5.02608155868601e-06,7.553139298551246e-05,8.600406491855144e-06,5.626808438210234e-06,2.102544078334785e-07,1.5598874638312356e-05,8.310055166751769e-07,2.4089147868921395e-05,0.0003671142081919,0.0008853913235014,Bihar,2009,0.0016312037565454,58.856,0.58856,Bihar,Educational Standard - Graduate,112,2,114,1024,11,1035,3,0,3,0,0,0,1139,13,1152,1.1533956086865107e-05
3.647413370177915e-05,3.423142001822205e-05,2.503028664684268e-06,8.89075781695852e-06,0.0,8.89075781695852e-06,2.161615554821334e-05,5.186275393225804e-06,1.6429880154987536e-05,1.292564002442956e-05,1.4717808548343495e-06,2.205668859319777e-05,3.236916669169695e-05,9.712752430440834e-05,1.0512720391673923e-05,8.66148039127344e-05,8.616425875309124e-05,9.47146046716527e-06,1.6610098218844802e-05,8.510297459926511e-07,5.02608155868601e-06,7.553139298551246e-05,8.600406491855144e-06,5.626808438210234e-06,2.102544078334785e-07,1.5598874638312356e-05,8.310055166751769e-07,2.4089147868921395e-05,0.0003671142081919,0.0008853913235014,Bihar,2009,0.0016312037565454,58.856,0.58856,Bihar,Educational Standard - Post-Graduate,19,0,19,119,3,122,1,0,1,0,0,0,139,3,142,1.4217202815406642e-06
3.647413370177915e-05,3.423142001822205e-05,2.503028664684268e-06,8.89075781695852e-06,0.0,8.89075781695852e-06,2.161615554821334e-05,5.186275393225804e-06,1.6429880154987536e-05,1.292564002442956e-05,1.4717808548343495e-06,2.205668859319777e-05,3.236916669169695e-05,9.712752430440834e-05,1.0512720391673923e-05,8.66148039127344e-05,8.616425875309124e-05,9.47146046716527e-06,1.6610098218844802e-05,8.510297459926511e-07,5.02608155868601e-06,7.553139298551246e-05,8.600406491855144e-06,5.626808438210234e-06,2.102544078334785e-07,1.5598874638312356e-05,8.310055166751769e-07,2.4089147868921395e-05,0.0003671142081919,0.0008853913235014,Bihar,2009,0.0016312037565454,58.856,0.58856,Bihar,Educational Standard - Holding technical degree/diploma etc,14,0,14,72,0,72,0,0,0,0,0,0,86,0,86,8.610418606513881e-07
3.571953838159017e-05,3.3523223092686466e-05,2.4512447420800283e-06,8.70682132386826e-06,0.0,8.70682132386826e-06,2.116894959260312e-05,5.078979105589819e-06,1.6089970487013304e-05,1.2658227848101268e-05,1.4413319083430566e-06,2.1600368667209208e-05,3.169949700457893e-05,9.51181009716734e-05,1.0295227916736118e-05,8.48228730549373e-05,8.43816490013629e-05,9.275510104030828e-06,1.6266460108443068e-05,8.334232123072096e-07,4.922099442096697e-06,7.396876133700693e-05,8.422476933786977e-06,5.510398180195904e-06,2.059045583347224e-07,1.5276157232642736e-05,8.138132543705693e-07,2.3590779397778192e-05,0.0003595191638313,0.0008670739001264,Bihar,2010,0.0020030493484591,60.338,0.60338,Bihar,Educational Standard - Illiterate,1488,49,1537,8062,380,8442,0,0,0,4,0,4,9554,429,9983,9.788310504073968e-05
3.571953838159017e-05,3.3523223092686466e-05,2.4512447420800283e-06,8.70682132386826e-06,0.0,8.70682132386826e-06,2.116894959260312e-05,5.078979105589819e-06,1.6089970487013304e-05,1.2658227848101268e-05,1.4413319083430566e-06,2.1600368667209208e-05,3.169949700457893e-05,9.51181009716734e-05,1.0295227916736118e-05,8.48228730549373e-05,8.43816490013629e-05,9.275510104030828e-06,1.6266460108443068e-05,8.334232123072096e-07,4.922099442096697e-06,7.396876133700693e-05,8.422476933786977e-06,5.510398180195904e-06,2.059045583347224e-07,1.5276157232642736e-05,8.138132543705693e-07,2.3590779397778192e-05,0.0003595191638313,0.0008670739001264,Bihar,2010,0.0020030493484591,60.338,0.60338,Bihar,Educational Standard - Below Class X,2966,53,3019,11272,310,11582,6,0,6,10,0,10,14254,363,14617,0.00014331937757993508
3.571953838159017e-05,3.3523223092686466e-05,2.4512447420800283e-06,8.70682132386826e-06,0.0,8.70682132386826e-06,2.116894959260312e-05,5.078979105589819e-06,1.6089970487013304e-05,1.2658227848101268e-05,1.4413319083430566e-06,2.1600368667209208e-05,3.169949700457893e-05,9.51181009716734e-05,1.0295227916736118e-05,8.48228730549373e-05,8.43816490013629e-05,9.275510104030828e-06,1.6266460108443068e-05,8.334232123072096e-07,4.922099442096697e-06,7.396876133700693e-05,8.422476933786977e-06,5.510398180195904e-06,2.059045583347224e-07,1.5276157232642736e-05,8.138132543705693e-07,2.3590779397778192e-05,0.0003595191638313,0.0008670739001264,Bihar,2010,0.0020030493484591,60.338,0.60338,Bihar,Educational Standard - Class X and above but below graduate,579,13,592,3197,75,3272,18,0,18,5,0,5,3799,88,3887,3.811195324986028e-05
3.571953838159017e-05,3.3523223092686466e-05,2.4512447420800283e-06,8.70682132386826e-06,0.0,8.70682132386826e-06,2.116894959260312e-05,5.078979105589819e-06,1.6089970487013304e-05,1.2658227848101268e-05,1.4413319083430566e-06,2.1600368667209208e-05,3.169949700457893e-05,9.51181009716734e-05,1.0295227916736118e-05,8.48228730549373e-05,8.43816490013629e-05,9.275510104030828e-06,1.6266460108443068e-05,8.334232123072096e-07,4.922099442096697e-06,7.396876133700693e-05,8.422476933786977e-06,5.510398180195904e-06,2.059045583347224e-07,1.5276157232642736e-05,8.138132543705693e-07,2.3590779397778192e-05,0.0003595191638313,0.0008670739001264,Bihar,2010,0.0020030493484591,60.338,0.60338,Bihar,Educational Standard - Graduate,103,4,107,905,7,912,8,0,8,0,0,0,1016,11,1027,1.0069713400464757e-05
3.571953838159017e-05,3.3523223092686466e-05,2.4512447420800283e-06,8.70682132386826e-06,0.0,8.70682132386826e-06,2.116894959260312e-05,5.078979105589819e-06,1.6089970487013304e-05,1.2658227848101268e-05,1.4413319083430566e-06,2.1600368667209208e-05,3.169949700457893e-05,9.51181009716734e-05,1.0295227916736118e-05,8.48228730549373e-05,8.43816490013629e-05,9.275510104030828e-06,1.6266460108443068e-05,8.334232123072096e-07,4.922099442096697e-06,7.396876133700693e-05,8.422476933786977e-06,5.510398180195904e-06,2.059045583347224e-07,1.5276157232642736e-05,8.138132543705693e-07,2.3590779397778192e-05,0.0003595191638313,0.0008670739001264,Bihar,2010,0.0020030493484591,60.338,0.60338,Bihar,Educational Standard - Post-Graduate,18,0,18,97,1,98,2,0,2,0,0,0,117,1,118,1.1569875182617733e-06
