MURDER_PER_CAPITA,ATTEMPT TO MURDER_PER_CAPITA,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_PER_CAPITA,RAPE_PER_CAPITA,CUSTODIAL RAPE_PER_CAPITA,OTHER RAPE_PER_CAPITA,KIDNAPPING & ABDUCTION_PER_CAPITA,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS_PER_CAPITA,KIDNAPPING AND ABDUCTION OF OTHERS_PER_CAPITA,DACOITY_PER_CAPITA,PREPARATION AND ASSEMBLY FOR DACOITY_PER_CAPITA,ROBBERY_PER_CAPITA,BURGLARY_PER_CAPITA,THEFT_PER_CAPITA,AUTO THEFT_PER_CAPITA,OTHER THEFT_PER_CAPITA,RIOTS_PER_CAPITA,CRIMINAL BREACH OF TRUST_PER_CAPITA,CHEATING_PER_CAPITA,COUNTERFIETING_PER_CAPITA,ARSON_PER_CAPITA,HURT/GREVIOUS HURT_PER_CAPITA,DOWRY DEATHS_PER_CAPITA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_PER_CAPITA,INSULT TO MODESTY OF WOMEN_PER_CAPITA,CRUELTY BY HUSBAND OR HIS RELATIVES_PER_CAPITA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_PER_CAPITA,CAUSING DEATH BY NEGLIGENCE_PER_CAPITA,OTHER IPC CRIMES_PER_CAPITA,TOTAL IPC CRIMES_PER_CAPITA,STATE,YEAR,GDP,literacy_rate_percentage,Literacy_Rate_per_capita
1.4330605862796591e-05,1.867229365597437e-05,3.370121294005131e-06,1.7063136641719673e-05,0.0,1.7063136641719673e-05,5.556145917143595e-06,2.9450609506170965e-06,2.611084966526498e-06,5.343615745449577e-06,3.946988902888892e-07,1.5696871252258134e-05,0.0001358371411655,0.0001651966663124,5.4498808312965856e-05,0.0001106978579994,0.0002461706617278,1.29947019264342e-05,8.367616474124452e-05,7.256387290695731e-06,2.331759598014361e-05,0.0006020372535029,8.197592336769237e-07,5.896194191854022e-05,2.4592777010307712e-06,7.775568138691117e-05,0.0,0.0,0.0016560350978397,0.0031529458199869,Kerala,2008,0.0061567865438039,92.995,0.92995
1.4262835040643035e-05,1.8583990572024297e-05,3.354183664219019e-06,1.6982443417036837e-05,0.0,1.6982443417036837e-05,5.529870365334059e-06,2.931133472335539e-06,2.5987368929985195e-06,5.318345269392319e-06,3.928323210346599e-07,1.5622639228839935e-05,0.0001351947541776,0.0001644154352884,5.4241078173631886e-05,0.0001101743571147,0.0002450064968422,1.2933248723294955e-05,8.32804520593479e-05,7.222071132867978e-06,2.3207324811893754e-05,0.0005991901610612,8.158825129181398e-07,5.8683105188408426e-05,2.447647538754419e-06,7.7387967243828e-05,0.0,0.0,0.001648203547578,0.0031380352340374,Kerala,2009,0.0070105158190553,93.3,0.9329999999999999
1.4195702191010393e-05,1.8496518744642772e-05,3.3383960661062573e-06,1.6902509812177627e-05,0.0,1.6902509812177627e-05,5.5038421630400455e-06,2.917337102813576e-06,2.5865050602264694e-06,5.2933126813937055e-06,3.909833230574896e-07,1.5549106001594007e-05,0.0001345584144122,0.0001636415585196,5.398577422216876e-05,0.0001096557842975,0.0002438532910269,1.2872374020661966e-05,8.288846448818779e-05,7.18807801621077e-06,2.309809170062708e-05,0.0005963698702236,8.120422863501707e-07,5.8406893336741904e-05,2.436126859050512e-06,7.702371464232544e-05,0.0,0.0,0.0016404457209882,0.0031232650115039,Kerala,2010,0.0079331418517571,93.605,0.93605
1.4129198347602228e-05,1.840986649104951e-05,3.322756391067473e-06,1.6823325151170448e-05,0.0,1.6823325151170448e-05,5.4780578339220495e-06,2.903669999401305e-06,2.574387834520745e-06,5.268514638088966e-06,3.891516494042986e-07,1.5476261749386338e-05,0.0001339280368796,0.0001628749326468,5.373286236005508e-05,0.0001091420702867,0.0002427108902592,1.2812069688079983e-05,8.25001496737113e-05,7.154403400586721e-06,2.2989882057115488e-05,0.0005935760043106,8.082380410704663e-07,5.813326947254984e-05,2.424714123211399e-06,7.666287493264683e-05,0.0,0.0,0.0016327605819313,0.0031086331796683,Kerala,2011,0.0108976830509489,93.91,0.9390999999999999
4.018360177636376e-05,4.755749983429442e-05,2.071319679194008e-06,4.724265924305694e-05,0.0,4.724265924305694e-05,1.5841452906475774e-05,1.106913236561278e-05,4.772320540862995e-06,2.750712533969643e-06,2.1541724663617685e-06,2.923046331278584e-05,0.0002245144826671,0.000335769205276,7.514747796115861e-05,0.0002606217273149,5.625704248690926e-05,7.970438125538543e-06,2.3414197653609062e-05,3.1484059123748925e-07,1.6802545237621795e-05,0.0005119473719095,1.0091469477033208e-05,0.0001170378471531,1.24444886325976e-05,4.245376814476039e-05,0.0,5.463312785842116e-05,0.0014108669715649,0.0030115496785311,Madhya Pradesh,2001,0.0014374130045734,63.74,0.6374
3.938229079883526e-05,4.660914416192049e-05,2.0300149896306835e-06,4.630058188349663e-05,0.0,4.630058188349663e-05,1.5525554640695467e-05,1.0848400104586373e-05,4.677154536109095e-06,2.6958599062295475e-06,2.1112155892159107e-06,2.8647571533668203e-05,0.000220037384756,0.000329073549879,7.36489438238012e-05,0.0002554246060552,5.513520711836936e-05,7.81149768009887e-06,2.294728944278525e-05,3.085622784238639e-07,1.6467481595884103e-05,0.0005017385048371,9.89023302948069e-06,0.000114703966974,1.2196330057701146e-05,4.160718722747049e-05,0.0,5.35436753664989e-05,0.001382732530097,0.0029514956338437,Madhya Pradesh,2002,0.0014101620926368,64.429,0.64429
3.861231326766852e-05,4.569787178482831e-05,1.9903254261684803e-06,4.53953423200507e-05,0.0,4.53953423200507e-05,1.5222008859336536e-05,1.063629907744436e-05,4.585709781892179e-06,2.643152165951742e-06,2.0699384432152197e-06,2.808747241408959e-05,0.0002157353535932,0.0003226397128836,7.220900646139247e-05,0.0002504307064222,5.405723857473592e-05,7.658772239896313e-06,2.24986386174085e-05,3.0252946477760897e-07,1.6145519857078712e-05,0.0004919288323318,9.696865476292836e-06,0.0001124613478802,1.195787516042023e-05,4.079370993474917e-05,0.0,5.249682344061984e-05,0.0013556982220821,0.0028937898662182,Madhya Pradesh,2003,0.0016374646120139,65.118,0.65118
3.787186659107911e-05,4.482154932634929e-05,1.9521580717051085e-06,4.452482129945012e-05,0.0,4.452482129945012e-05,1.493010493240067e-05,1.04323327351921e-05,4.49777219720857e-06,2.592465919224384e-06,2.030244394573313e-06,2.754885470790249e-05,0.0002115983177082,0.0003164526320556,7.082429484146134e-05,0.0002456283372142,5.3020613227510746e-05,7.511904259921258e-06,2.2067194842554543e-05,2.967280268991765e-07,1.5835906277671842e-05,0.0004824953890026,9.510914125347289e-06,0.0001103047396836,1.1728565694804292e-05,4.001143183766791e-05,0.0,5.149012129929394e-05,0.0013297007575935,0.002838297280878,Madhya Pradesh,2004,0.0017636108365075,65.807,0.65807
3.715928384482896e-05,4.39782039730553e-05,1.915427002310771e-06,4.368705906870407e-05,0.0,4.368705906870407e-05,1.4649185713672778e-05,1.023604190034876e-05,4.413143813324017e-06,2.543687059068704e-06,1.992044082403202e-06,2.70305058566096e-05,0.0002076169636344,0.0003104983787825,6.949169164383478e-05,0.0002410066871387,5.202299738276055e-05,7.370563104891847e-06,2.165198683412096e-05,2.911449043512372e-07,1.5537943842744975e-05,0.0004734169378911,9.331960355258077e-06,0.0001082292873385,1.1507885429883111e-05,3.9258591839361566e-05,0.0,5.05213026129489e-05,0.0013046816100619,0.0027848929506156,Madhya Pradesh,2005,0.0019043328491133,66.496,0.66496
3.647302124459485e-05,4.316600864824215e-05,1.8800526414739612e-06,4.288024064673811e-05,0.0,4.288024064673811e-05,1.4378642601992856e-05,1.0047001316036847e-05,4.331641285956007e-06,2.4967099078774205e-06,1.95525474713292e-06,2.6531302876480542e-05,0.0002037826659146,0.0003047640533934,6.820830983267531e-05,0.0002365557435608,5.106222974243279e-05,7.234442564391803e-06,2.1252115059221657e-05,2.857680015040421e-07,1.5250987027636774e-05,0.0004646738108667,9.15961646926114e-06,0.0001062304944538,1.129535626997556e-05,3.853355893965031e-05,0.0,4.95882684715172e-05,0.0012805865764241,0.0027334611769129,Madhya Pradesh,2006,0.002174498965971,67.185,0.6718500000000001
3.5811646981336594e-05,4.238326879853032e-05,1.845961184604979e-06,4.2102682698470365e-05,0.0,4.2102682698470365e-05,1.411791113985888e-05,9.864816570529007e-06,4.253094569329872e-06,2.4514364531554123e-06,1.919799631989178e-06,2.6050204237145465e-05,0.0002000874247217,0.0002992376918692,6.697147177746865e-05,0.0002322662200917,5.013630577387123e-05,7.10325863835996e-06,2.0866745230774683e-05,2.8058610005995684e-07,1.497443712951559e-05,0.0004562477663869,8.993522891395457e-06,0.0001043041907749,1.1090534797106714e-05,3.783482043966365e-05,0.0,4.868907220514093e-05,0.0012573653851265,0.0026838946532103,Madhya Pradesh,2007,0.0023846717290306,67.874,0.6787399999999999
3.5173831249737104e-05,4.162841059247237e-05,1.813084085037995e-06,4.135282181154659e-05,0.0,4.135282181154659e-05,1.3866467082370586e-05,9.689121350443046e-06,4.177345731927541e-06,2.407775664930457e-06,1.8856074484395147e-06,2.5586242608056185e-05,0.0001965238101454,0.0002939081825209,6.577869060517846e-05,0.0002281294919158,4.9243363749631947e-05,6.976747559226205e-06,2.049510249726949e-05,2.755887809257753e-07,1.4707738097828216e-05,0.0004481218624579,8.833345662305111e-06,0.0001024465031409,1.0893009182908274e-05,3.716097140693874e-05,0.0,4.782190582696215e-05,0.0012349713460191,0.0026360937175911,Madhya Pradesh,2008,0.0028614238076796,68.563,0.6856300000000001
3.455833732357434e-05,4.089997035820963e-05,1.7813575939986777e-06,4.062920400392184e-05,0.0,4.062920400392184e-05,1.3623822878901886e-05,9.519574982328932e-06,4.104247896572953e-06,2.365642884830244e-06,1.8526118977586249e-06,2.5138518366509336e-05,0.0001930849123287,0.0002887651914175,6.462765351027202e-05,0.0002241375379072,4.838167225300408e-05,6.854664021706911e-06,2.013646624256105e-05,2.7076635428779897e-07,1.4450372802517273e-05,0.0004402803429327,8.678774197961557e-06,0.0001006538294913,1.0702396424744057e-05,3.6510705246596895e-05,0.0,4.698508789930912e-05,0.0012133610370066,0.0025899656839273,Madhya Pradesh,2009,0.0032489682376815,69.252,0.6925199999999999
3.396401355199155e-05,4.0196585111016807e-05,1.7507223480408016e-06,3.993047531411461e-05,0.0,3.993047531411461e-05,1.338952451781605e-05,9.355860227930044e-06,4.033664289886007e-06,2.3249592781981846e-06,1.8207512419624336e-06,2.470619377555179e-05,0.0001897642967488,0.0002837990955068,6.351620678692029e-05,0.0002202828887198,4.7549618972788174e-05,6.736779595261005e-06,1.9790165422253226e-05,2.6610979690220184e-07,1.4201859687306984e-05,0.0004327085355417,8.529519279654786e-06,9.892281555369744e-05,1.0518339867029136e-05,3.588280524544427e-05,0.0,4.617705265192418e-05,0.0011924940230339,0.0025454242420422,Madhya Pradesh,2010,0.0036890661086764,69.941,0.69941
3.338978616767869e-05,3.951698404174756e-05,1.721122998333953e-06,3.92553733460008e-05,0.0,3.92553733460008e-05,1.3163148691258071e-05,9.197681303096644e-06,3.965467388161428e-06,2.285651341787489e-06,1.789967918267311e-06,2.4288487752488743e-05,0.0001865559640354,0.0002790009225219,6.244234237955581e-05,0.0002165585801423,4.674570063475016e-05,6.622881297589051e-06,1.9455574373167005e-05,2.616106957467608e-07,1.3961749762485028e-05,0.0004253927602682,8.385311247883019e-06,9.725033389786168e-05,1.034050697399039e-05,3.5276136973852696e-05,0.0,4.539634020405634e-05,0.0011723326035771,0.0025023889187216,Madhya Pradesh,2011,0.004344968124802,70.63,0.7062999999999999
2.930459645537217e-05,1.500841255586866e-05,1.042537598447548e-06,1.3439445080977302e-05,0.0,1.3439445080977302e-05,1.016732212347361e-05,6.306836362885662e-06,3.86048576058795e-06,5.460419698799533e-06,3.385666656344512e-06,2.311130379132733e-05,0.0001555858338752,0.000411503008908,9.15884763467831e-05,0.0003199145325612,6.935455568286212e-05,1.5916762146595236e-05,4.410656592243933e-05,2.735370926619804e-06,1.2469162563610275e-05,0.0003118529299435,3.1792235675430176e-06,2.913944198433097e-05,1.15608129728837e-05,6.286192054005512e-05,1.0322154440074733e-08,9.282713487959208e-05,0.0004434707212089,0.0017674934712373,Maharashtra,2001,0.0028198887271751,76.84,0.7684000000000001
2.8843272019791012e-05,1.4772144246839076e-05,1.0261255632260982e-06,1.3227876072479009e-05,0.0,1.3227876072479009e-05,1.0007264156214917e-05,6.207551674565801e-06,3.799712481649116e-06,5.374459633134712e-06,3.332368165724358e-06,2.274747659468548e-05,0.0001531365407376,0.000405024967362,9.0146654678269e-05,0.0003148783126838,6.826274910214013e-05,1.5666194242521223e-05,4.341222308579325e-05,2.692309646088277e-06,1.2272868122545808e-05,0.0003069436189721,3.129174984887507e-06,2.8680717475121534e-05,1.1378818126863665e-05,6.187232356482117e-05,1.0159659041842556e-08,9.13658137632901e-05,0.0004364894314146,0.0017396688967118,Maharashtra,2002,0.0030426045301919,77.39,0.7739
2.8396247174378364e-05,1.4543199503890856e-05,1.0102222488947568e-06,1.3022865030306667e-05,0.0,1.3022865030306667e-05,9.852167476844906e-06,6.1113444957890734e-06,3.740822981055832e-06,5.2911640560923405e-06,3.280721758786933e-06,2.2394926883914465e-05,0.0001507631678969,0.0003987477244993,8.8749524895477e-05,0.0003099981996039,6.72047850527116e-05,1.5423393146492227e-05,4.273940266858709e-05,2.650583128288224e-06,1.2082658184800657e-05,0.0003021864810258,3.080677749104803e-06,2.823621196663266e-05,1.1202464542199284e-05,6.0913400948208605e-05,1.0002200484106504e-08,8.994978895356978e-05,0.0004297245393986,0.001712706795495,Maharashtra,2003,0.0034067494848866,77.94,0.7794
2.796286720346704e-05,1.432124301297678e-05,9.948043633498314e-07,1.2824111693876044e-05,0.0,1.2824111693876044e-05,9.70180492969885e-06,6.018073920858881e-06,3.683731008839969e-06,5.2104109723966415e-06,3.230651793848957e-06,2.2053138312279924e-05,0.0001484622392947,0.0003926620866267,8.739504075250548e-05,0.0003052670458742,6.617911403314373e-05,1.518800325035089e-05,4.208711925340425e-05,2.61013026027431e-06,1.189825416759006e-05,0.0002975745487675,3.0336608308093864e-06,2.7805274433035384e-05,1.1031493930215952e-05,5.998374824554924e-05,9.849548151978528e-09,8.857698653074291e-05,0.0004231661372534,0.0016865676787077,Maharashtra,2004,0.004092290266184,78.49000000000001,0.7849
2.754251675931585e-05,1.4105959622418192e-05,9.798500150373022e-07,1.263133385721354e-05,0.0,1.263133385721354e-05,9.555963017938049e-06,5.927607516710808e-06,3.628355501227238e-06,5.132085722324088e-06,3.1820871775468825e-06,2.1721625580876432e-05,0.0001462304878876,0.0003867594128661,8.608127904382161e-05,0.0003006781338222,6.518427971322409e-05,1.4959690328589308e-05,4.145444667578606e-05,2.5708936038107435e-06,1.171939423925803e-05,0.000293101273805,2.9880574715989017e-06,2.7387292994557463e-05,1.0865663533086916e-05,5.9082045461160106e-05,9.701485297399033e-09,8.724545727950949e-05,0.0004168049128321,0.0016612144319295,Maharashtra,2005,0.0047223531922737,79.04,0.7904000000000001
2.7134616946949387e-05,1.3897052849899405e-05,9.65338609243356e-07,1.2444266032028214e-05,0.0,1.2444266032028214e-05,9.4144408921258e-06,5.839820695521689e-06,3.5746201966041107e-06,5.056080438512232e-06,3.13496102803783e-06,2.1399932139563117e-05,0.0001440648401695,0.0003810315742187,8.480643049323068e-05,0.0002962251437255,6.421891203471396e-05,1.4738139954982725e-05,4.084051363660258e-05,2.532819123262271e-06,1.1545832078871032e-05,0.0002887604956679,2.9438048677916205e-06,2.698169201875242e-05,1.070474497378771e-05,5.820705079497068e-05,9.557808012310456e-09,8.595336745470793e-05,0.0004106321056328,0.0016366121393719,Maharashtra,2006,0.0055865196675794,79.59,0.7959
2.6738622664255572e-05,1.3694243520192888e-05,9.512507534659434e-07,1.22626582278481e-05,0.0,1.22626582278481e-05,9.277049427365884e-06,5.7545961422543705e-06,3.522453285111513e-06,4.982293550331525e-06,3.0892103676913805e-06,2.108762808921037e-05,0.0001419624020494,0.0003754709162145,8.356879144062689e-05,0.0002919021247739,6.328172091621459e-05,1.4523056057866184e-05,4.024449969861362e-05,2.495855937311633e-06,1.1377335744424351e-05,0.0002845464135021,2.90084388185654e-06,2.6587929475587705e-05,1.0548523206751054e-05,5.735759493670886e-05,9.418324291742014e-09,8.469899035563593e-05,0.0004046394665461,0.0016127279234478,Maharashtra,2007,0.0064498285864978,80.14,0.8014
2.6354020171639955e-05,1.3497268520452448e-05,9.375681709530242e-07,1.2086274837434031e-05,0.0,1.2086274837434031e-05,9.143610380086424e-06,5.671823291606908e-06,3.471787088479515e-06,4.910629331031186e-06,3.0447758423028904e-06,2.0784308264988327e-05,0.0001399204459482,0.0003700702247842,8.236675624619983e-05,0.000287703468538,6.237149050132049e-05,1.4314159600094685e-05,3.966563162853735e-05,2.4599560921044694e-06,1.1213686638725278e-05,0.0002804535602062,2.859118778747836e-06,2.6205494520795912e-05,1.039679555908304e-05,5.653257585251403e-05,9.282853177752712e-09,8.348069862753016e-05,0.0003988192210757,0.0015895307981861,Maharashtra,2008,0.006998983527577,80.69,0.8068999999999998
2.598032486845116e-05,1.3305879661404711e-05,9.242736215968886e-07,1.1914893617021277e-05,0.0,1.1914893617021277e-05,9.013955616563716e-06,5.591397849462365e-06,3.42255776710135e-06,4.840997483413407e-06,3.001601464195836e-06,2.0489590482727065e-05,0.0001379363989933,0.0003648226950354,8.119881034088309e-05,0.0002836238846945,6.148707389613361e-05,1.4111187371310912e-05,3.9103180050331735e-05,2.425074353694806e-06,1.1054678563257836e-05,0.0002764767787691,2.8185769846717e-06,2.5833905284831848e-05,1.0249370853351635e-05,5.573095401509952e-05,9.151223976206815e-09,8.229695721802792e-05,0.0003931640356897,0.0015669915351178,Maharashtra,2009,0.0078311690688629,81.24000000000001,0.8124000000000001
2.56170792559407e-05,1.3119842634074596e-05,9.11350829464604e-07,1.1748304752108062e-05,0.0,1.1748304752108062e-05,8.887926406164702e-06,5.513221354483892e-06,3.37470505168081e-06,4.773312760265104e-06,2.959634376875149e-06,2.0203113932388595e-05,0.0001360078322031,0.0003597219026478,8.006352385979634e-05,0.000279658378788,6.06273883482443e-05,1.3913890881528904e-05,3.855645637923023e-05,2.3911680179021786e-06,1.0900116851418231e-05,0.0002726112005919,2.7791688660900798e-06,2.547270684731264e-05,1.0106068603963925e-05,5.495174803405384e-05,9.023275539253505e-09,8.114631692450676e-05,0.0003876669869929,0.0015450825404129,Maharashtra,2010,0.0093398661848237,81.79,0.8179000000000001
2.526385106875256e-05,1.2938936052823606e-05,8.987844163240607e-07,1.158631000053393e-05,0.0,1.158631000053393e-05,8.765372773061385e-06,5.437200775980209e-06,3.3281719970811755e-06,4.707494616192358e-06,2.918824639151405e-06,1.9924537704451207e-05,0.0001341324505668,0.0003547617776353,7.89595458024098e-05,0.0002758022318329,5.979141082456796e-05,1.3722035346254473e-05,3.802481000943279e-05,2.358196735899763e-06,1.0749817573460052e-05,0.0002688522256037,2.7408475270080267e-06,2.5121469379037857e-05,9.966718280029189e-06,5.419403064765871e-05,8.898855607168917e-09,8.002740847527009e-05,0.0003823215334507,0.0015237777421823,Maharashtra,2011,0.0113938188548952,82.34,0.8234000000000001
9.11072362685266e-05,7.323452484742808e-05,2.179598953792502e-06,8.718395815170008e-06,0.0,8.718395815170008e-06,4.097646033129904e-05,2.7027027027027027e-05,1.3949433304272011e-05,8.718395815170008e-06,7.410636442894507e-06,8.282476024411508e-06,3.269398430688753e-05,9.45945945945946e-05,3.095030514385353e-05,6.364428945074106e-05,5.710549258936356e-05,1.4385353095030516e-05,2.877070619006103e-05,8.718395815170008e-06,2.7898866608544023e-05,8.761987794245859e-05,0.0,9.15431560592851e-06,0.0,2.179598953792502e-06,0.0,3.051438535309503e-06,0.000478204010462,0.0010850043591979,Manipur,2001,0.0014686137750653,70.5,0.705
8.892860182112161e-05,7.148327801889201e-05,2.1274785124670243e-06,8.509914049868097e-06,0.0,8.509914049868097e-06,3.9996596034380056e-05,2.63807335545911e-05,1.3615862479788954e-05,8.509914049868097e-06,7.2334269423878816e-06,8.08441834737469e-06,3.1912177687005363e-05,9.233256744106883e-05,3.021019487703174e-05,6.21223725640371e-05,5.573993702663603e-05,1.404135818228236e-05,2.808271636456472e-05,8.509914049868097e-06,2.7231724959577908e-05,8.552463620117437e-05,0.0,8.935409752361502e-06,0.0,2.1274785124670243e-06,0.0,2.978469917453834e-06,0.0004667687856352,0.001059058803506,Manipur,2002,0.0014917879329418,71.435,0.71435
8.685172872340425e-05,6.981382978723405e-05,2.0777925531914894e-06,8.311170212765958e-06,0.0,8.311170212765958e-06,3.90625e-05,2.5764627659574467e-05,1.3297872340425532e-05,8.311170212765958e-06,7.064494680851064e-06,7.89561170212766e-06,3.116688829787234e-05,9.017619680851064e-05,2.950465425531915e-05,6.067154255319149e-05,5.443816489361702e-05,1.371343085106383e-05,2.742686170212766e-05,8.311170212765958e-06,2.6595744680851064e-05,8.352726063829788e-05,0.0,8.726728723404256e-06,0.0,2.0777925531914894e-06,0.0,2.908909574468085e-06,0.0004558676861702,0.0010343251329787,Manipur,2003,0.0016535073138297,72.37,0.7237
8.486964996345326e-05,6.822057987492894e-05,2.030374401039552e-06,8.121497604158207e-06,0.0,8.121497604158207e-06,3.817103873954357e-05,2.517664257289044e-05,1.299439616665313e-05,8.121497604158207e-06,6.903272963534476e-06,7.715422723950296e-06,3.0455616015593278e-05,8.811824900511655e-05,2.8831316494761635e-05,5.928693251035491e-05,5.319580930723625e-05,1.340047104686104e-05,2.680094209372208e-05,8.121497604158207e-06,2.598879233330626e-05,8.162105092178997e-05,0.0,8.527572484366117e-06,0.0,2.030374401039552e-06,0.0,2.8425241614553723e-06,0.000445464143588,0.0010107203768374,Manipur,2004,0.0020843823601072,73.30499999999999,0.73305
8.297602032713991e-05,6.669842782277275e-05,1.9850722566301413e-06,7.940289026520565e-06,0.0,7.940289026520565e-06,3.731935842464666e-05,2.461489598221375e-05,1.2704462442432904e-05,7.940289026520565e-06,6.749245672542481e-06,7.543274575194537e-06,2.977608384945212e-05,8.615213593774813e-05,2.8188026044148007e-05,5.796410989360013e-05,5.20088931237097e-05,1.3101476893758933e-05,2.6202953787517866e-05,7.940289026520565e-06,2.5408924884865808e-05,7.979990471653168e-05,0.0,8.337303477846594e-06,0.0,1.9850722566301413e-06,0.0,2.7791011592821978e-06,0.0004355248531046,0.0009881689693504,Manipur,2005,0.0022701286326822,74.24,0.7424
8.116504854368932e-05,6.524271844660194e-05,1.941747572815534e-06,7.766990291262136e-06,0.0,7.766990291262136e-06,3.650485436893204e-05,2.4077669902912626e-05,1.2427184466019418e-05,7.766990291262136e-06,6.601941747572816e-06,7.378640776699029e-06,2.912621359223301e-05,8.427184466019417e-05,2.7572815533980584e-05,5.66990291262136e-05,5.087378640776699e-05,1.2815533980582524e-05,2.563106796116505e-05,7.766990291262136e-06,2.485436893203884e-05,7.805825242718446e-05,0.0,8.155339805825243e-06,0.0,1.941747572815534e-06,0.0,2.718446601941748e-06,0.0004260194174757,0.0009666019417475,Manipur,2006,0.0023833009708737,75.175,0.7517499999999999
7.94314381270903e-05,6.384919428397689e-05,1.900273639404074e-06,7.601094557616296e-06,0.0,7.601094557616296e-06,3.572514442079659e-05,2.356339312861052e-05,1.2161751292186075e-05,7.601094557616296e-06,6.460930373973853e-06,7.221039829735482e-06,2.8504104591061117e-05,8.247187595013682e-05,2.6983885679537854e-05,5.548799027059897e-05,4.9787169352386745e-05,1.254180602006689e-05,2.508361204013378e-05,7.601094557616296e-06,2.432350258437215e-05,7.639100030404379e-05,0.0,7.981149285497111e-06,0.0,1.900273639404074e-06,0.0,2.660383095165704e-06,0.0004169200364852,0.0009459562176953,Manipur,2007,0.0025779112192155,76.11,0.7611
7.777033564039592e-05,6.251395400759099e-05,1.8605343454640171e-06,7.442137381856069e-06,0.0,7.442137381856069e-06,3.497804569472353e-05,2.307062588375381e-05,1.190741981096971e-05,7.442137381856069e-06,6.325816774577658e-06,7.070030512763265e-06,2.790801518196026e-05,8.074719059313835e-05,2.6419587705589045e-05,5.43276028875493e-05,4.874599985115725e-05,1.2279526680062514e-05,2.4559053360125027e-05,7.442137381856069e-06,2.381483962193942e-05,7.47934806876535e-05,0.0,7.814244250948873e-06,0.0,1.8605343454640171e-06,0.0,2.604748083649624e-06,0.0004082012353948,0.0009261739971719,Manipur,2008,0.0027532187244176,77.045,0.77045
7.617728531855956e-05,6.123341594984691e-05,1.822423093745444e-06,7.289692374981776e-06,0.0,7.289692374981776e-06,3.4261554162414344e-05,2.2598046362443503e-05,1.166350779997084e-05,7.289692374981776e-06,6.196238518734509e-06,6.925207756232687e-06,2.733634640618166e-05,7.909316226855227e-05,2.5878407931185303e-05,5.321475433736696e-05,4.774748505613063e-05,1.202799241871993e-05,2.405598483743986e-05,7.289692374981776e-06,2.3327015599941683e-05,7.326140836856684e-05,0.0,7.654176993730864e-06,0.0,1.822423093745444e-06,0.0,2.5513923312436216e-06,0.0003998396267677,0.0009072022160664,Manipur,2009,0.0030084560431549,77.97999999999999,0.7797999999999999
7.464818915636831e-05,6.0004286020430034e-05,1.785841845846132e-06,7.143367383384528e-06,0.0,7.143367383384528e-06,3.357382670190728e-05,2.2144438888492037e-05,1.1429387813415243e-05,7.143367383384528e-06,6.071862275876848e-06,6.786199014215301e-06,2.6787627687691977e-05,7.750553610972212e-05,2.5358954211015077e-05,5.214658189870705e-05,4.678905636116866e-05,1.178655618258447e-05,2.357311236516894e-05,7.143367383384528e-06,2.2858775626830487e-05,7.17908422030145e-05,0.0,7.500535752553754e-06,0.0,1.785841845846132e-06,0.0,2.5001785841845846e-06,0.0003918137009786,0.0008889920708622,Manipur,2010,0.0032634473890992,78.91499999999999,0.78915
7.317927170868348e-05,5.882352941176471e-05,1.7507002801120449e-06,7.00280112044818e-06,0.0,7.00280112044818e-06,3.2913165266106445e-05,2.1708683473389355e-05,1.1204481792717089e-05,7.00280112044818e-06,5.9523809523809525e-06,6.6526610644257705e-06,2.6260504201680677e-05,7.598039215686274e-05,2.485994397759104e-05,5.112044817927171e-05,4.5868347338935576e-05,1.1554621848739495e-05,2.310924369747899e-05,7.00280112044818e-06,2.240896358543417e-05,7.03781512605042e-05,0.0,7.3529411764705884e-06,0.0,1.7507002801120449e-06,0.0,2.450980392156863e-06,0.0003841036414565,0.0008714985994397,Manipur,2011,0.0045220588235294,79.85,0.7985
7.072013799051315e-05,2.0267356619232423e-05,8.624407072013799e-07,1.121172919361794e-05,0.0,1.121172919361794e-05,2.3717119448037948e-05,4.743423889607589e-06,1.897369555843036e-05,4.182837429926693e-05,1.29366106080207e-06,5.3902544200086246e-05,7.330746011211729e-05,0.0001168607158257,6.899525657611039e-06,0.0001099611901681,3.44976282880552e-06,8.19318671841311e-06,1.2505390254420008e-05,1.29366106080207e-06,1.121172919361794e-05,4.398447606727037e-05,0.0,1.078050884001725e-05,0.0,1.7248814144027598e-06,0.0,0.0,0.0002203536006899,0.0007274687365243,Meghalaya,2001,0.0019310047434238,62.56,0.6256
6.879771792935649e-05,1.9716419162681438e-05,8.389965601141035e-07,1.0906955281483346e-05,0.0,1.0906955281483346e-05,2.3072405403137847e-05,4.61448108062757e-06,1.845792432251028e-05,4.069133316553402e-05,1.258494840171155e-06,5.243728500713147e-05,7.13147076096988e-05,0.0001136840338954,6.711972480912828e-06,0.0001069720614145,3.355986240456414e-06,7.970467321083984e-06,1.21654501216545e-05,1.258494840171155e-06,1.0906955281483346e-05,4.278882456581928e-05,0.0,1.0487457001426297e-05,0.0,1.677993120228207e-06,0.0,0.0,0.0002143636211091,0.0007076935984562,Meghalaya,2002,0.0019980703079117,63.852,0.63852
