MURDER_PER_CAPITA,ATTEMPT TO MURDER_PER_CAPITA,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_PER_CAPITA,RAPE_PER_CAPITA,CUSTODIAL RAPE_PER_CAPITA,OTHER RAPE_PER_CAPITA,KIDNAPPING & ABDUCTION_PER_CAPITA,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS_PER_CAPITA,KIDNAPPING AND ABDUCTION OF OTHERS_PER_CAPITA,DACOITY_PER_CAPITA,PREPARATION AND ASSEMBLY FOR DACOITY_PER_CAPITA,ROBBERY_PER_CAPITA,BURGLARY_PER_CAPITA,THEFT_PER_CAPITA,AUTO THEFT_PER_CAPITA,OTHER THEFT_PER_CAPITA,RIOTS_PER_CAPITA,CRIMINAL BREACH OF TRUST_PER_CAPITA,CHEATING_PER_CAPITA,COUNTERFIETING_PER_CAPITA,ARSON_PER_CAPITA,HURT/GREVIOUS HURT_PER_CAPITA,DOWRY DEATHS_PER_CAPITA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_PER_CAPITA,INSULT TO MODESTY OF WOMEN_PER_CAPITA,CRUELTY BY HUSBAND OR HIS RELATIVES_PER_CAPITA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_PER_CAPITA,CAUSING DEATH BY NEGLIGENCE_PER_CAPITA,OTHER IPC CRIMES_PER_CAPITA,TOTAL IPC CRIMES_PER_CAPITA,STATE,YEAR,GDP,literacy_rate_percentage,Literacy_Rate_per_capita
2.606240498081517e-05,2.1718670817345974e-05,3.619778469557663e-06,8.687468326938392e-06,0.0,8.687468326938392e-06,6.515601245203794e-06,4.343734163469196e-06,2.171867081734598e-06,5.067689857380728e-06,0.0,1.8098892347788315e-05,0.0002599000941142,0.000416998479693,0.0001216245565771,0.0002953739231159,4.6333164410338085e-05,2.8234272062549773e-05,4.4885253022515024e-05,1.4479113878230651e-06,1.158329110258452e-05,0.0001259682907406,1.4479113878230651e-06,1.2307246796496057e-05,5.067689857380728e-06,7.963512633026858e-06,0.0,0.0001382755375371,0.0005045971186563,0.0016947802794468,Goa,2004,0.0092036487366973,83.62700000000001,0.8362700000000001
2.585463947141626e-05,2.154553289284688e-05,3.5909221488078137e-06,8.618213157138753e-06,0.0,8.618213157138753e-06,6.463659867854065e-06,4.309106578569376e-06,2.154553289284688e-06,5.02729100833094e-06,0.0,1.795461074403907e-05,0.0002578282102844,0.0004136742315426,0.0001206549841999,0.0002930192473427,4.596380350474002e-05,2.8009192760700948e-05,4.4527434645216895e-05,1.4363688595231256e-06,1.1490950876185005e-05,0.0001249640907785,1.4363688595231256e-06,1.2209135305946566e-05,5.02729100833094e-06,7.900028727377191e-06,0.0,0.0001371732260844,0.0005005745475438,0.0016812697500718,Goa,2005,0.0102894283251939,84.16600000000001,0.8416600000000001
2.565016031350196e-05,2.1375133594584967e-05,3.562522265764161e-06,8.550053437833986e-06,0.0,8.550053437833986e-06,6.41254007837549e-06,4.275026718916993e-06,2.1375133594584965e-06,4.987531172069825e-06,0.0,1.7812611328820805e-05,0.0002557890986818,0.000410402565016,0.0001197007481296,0.0002907018168863,4.560028500178126e-05,2.7787673672960458e-05,4.4175276095475593e-05,1.4250089063056644e-06,1.1400071250445317e-05,0.0001239757748485,1.4250089063056644e-06,1.2112575703598148e-05,4.987531172069825e-06,7.837548984681155e-06,0.0,0.0001360883505521,0.0004966156038475,0.0016679729248307,Goa,2006,0.0117727110794442,84.70500000000001,0.8470500000000001
2.5448890145624204e-05,2.120740845468684e-05,3.53456807578114e-06,8.482963381874735e-06,0.0,8.482963381874735e-06,6.362222536406051e-06,4.241481690937368e-06,2.120740845468684e-06,4.948395306093595e-06,0.0,1.76728403789057e-05,0.000253781987841,0.0004071822423299,0.0001187614873462,0.0002884207549837,4.524247136999859e-05,2.756963099109289e-05,4.382864413968613e-05,1.413827230312456e-06,1.1310617842499649e-05,0.0001230029690371,1.413827230312456e-06,1.2017531457655875e-05,4.948395306093595e-06,7.776049766718507e-06,0.0,0.0001350205004948,0.0004927187897638,0.0016548847730807,Goa,2007,0.0138307648805316,85.244,0.8524400000000001
2.5250754015571294e-05,2.104229501297608e-05,3.507049168829347e-06,8.416918005190433e-06,0.0,8.416918005190433e-06,6.312688503892824e-06,4.2084590025952166e-06,2.1042295012976083e-06,4.909868836361086e-06,0.0,1.7535245844146734e-05,0.0002518061303219,0.0004040120642491,0.0001178368520726,0.0002861752121764,4.489022936101564e-05,2.7354983516868908e-05,4.34874096934839e-05,1.4028196675317387e-06,1.122255734025391e-05,0.0001220453110752,1.4028196675317387e-06,1.192396717401978e-05,4.909868836361086e-06,7.715508171424564e-06,0.0,0.0001339692782492,0.0004888826541348,0.0016420004208459,Goa,2008,0.0178256295153258,85.783,0.85783
2.5055679287305123e-05,2.0879732739420932e-05,3.479955456570156e-06,8.351893095768374e-06,0.0,8.351893095768374e-06,6.263919821826281e-06,4.175946547884187e-06,2.087973273942093e-06,4.871937639198218e-06,0.0,1.739977728285078e-05,0.0002498608017817,0.0004008908685968,0.0001169265033407,0.0002839643652561,4.4543429844098e-05,2.7143652561247217e-05,4.315144766146993e-05,1.3919821826280624e-06,1.11358574610245e-05,0.0001211024498886,1.3919821826280624e-06,1.183184855233853e-05,4.871937639198218e-06,7.655902004454342e-06,0.0,0.0001329342984409,0.0004851057906458,0.0016293151447661,Goa,2009,0.0202714365256124,86.322,0.86322
2.4863595552179016e-05,2.0719662960149183e-05,3.453277160024864e-06,8.287865184059673e-06,0.0,8.287865184059673e-06,6.215898888044754e-06,4.143932592029837e-06,2.0719662960149183e-06,4.834588024034809e-06,0.0,1.7266385800124317e-05,0.0002479453000897,0.0003978175288348,0.0001160301125768,0.000281787416258,4.4201947648318255e-05,2.693556184819393e-05,4.282063678430831e-05,1.3813108640099457e-06,1.1050486912079564e-05,0.0001201740451688,1.3813108640099457e-06,1.1741142344084536e-05,4.834588024034809e-06,7.5972097520547e-06,0.0,0.0001319151875129,0.0004813868361074,0.0016168243663236,Goa,2010,0.0232094757925271,86.861,0.86861
2.467443454420836e-05,2.0562028786840303e-05,3.427004797806717e-06,8.224811514736121e-06,0.0,8.224811514736121e-06,6.16860863605209e-06,4.112405757368061e-06,2.0562028786840303e-06,4.797806716929404e-06,0.0,1.7135023989033583e-05,0.0002460589444825,0.0003947909527073,0.0001151473612063,0.000279643591501,4.3865661411925975e-05,2.6730637422892392e-05,4.249485949280329e-05,1.3708019191226867e-06,1.0966415352981494e-05,0.0001192597669636,1.3708019191226867e-06,1.1651816312542838e-05,4.797806716929404e-06,7.539410555174777e-06,0.0,0.0001309115832762,0.0004777244688142,0.0016045236463331,Goa,2011,0.0290383824537354,87.4,0.8740000000000001
2.419529908626236e-05,1.0597777821633676e-05,1.855104497641649e-06,5.644254109845868e-06,0.0,5.644254109845868e-06,1.9695683921769848e-05,1.6913027175307376e-05,2.7826567464624737e-06,6.453395433285311e-06,3.749679303743759e-07,1.955753784215824e-05,0.0001014781630518,0.0003124864320814,0.0001086222888831,0.0002038641431982,3.80888476643445e-05,3.449704959444258e-05,3.510883937557972e-05,1.085433482662667e-06,8.861084249373408e-06,0.0002715557222079,1.3222553334254309e-06,1.4919776598054114e-05,2.1906021195555643e-06,7.236881056225455e-05,0.0,5.770559096919343e-05,0.001000947287403,0.0020409899153361,Gujarat,2001,0.0024387322136922,69.14,0.6914
2.37376543867224e-05,1.0397324963841705e-05,1.8200159154583248e-06,5.537495232139158e-06,0.0,5.537495232139158e-06,1.9323147698163915e-05,1.6593123824976428e-05,2.7300238731874867e-06,6.331331961222044e-06,3.678755573798741e-07,1.9187614598076592e-05,9.955874294985856e-05,0.0003065758723975,0.0001065677404115,0.000200008131986,3.7368411881218793e-05,3.384455127894842e-05,3.444476929362084e-05,1.0649029292575303e-06,8.693480277029657e-06,0.0002664193510287,1.2972453865500824e-06,1.463757480943078e-05,2.1491677299561065e-06,7.099998257431571e-05,0.0,5.661411209361852e-05,0.0009820147576184,0.0020023853825615,Gujarat,2002,0.002740363112537,70.157,0.7015699999999999
2.3297000653684196e-05,1.020431431568386e-05,1.7862300664325566e-06,5.434699989358629e-06,0.0,5.434699989358629e-06,1.8964442620209483e-05,1.6285097520560648e-05,2.6793450996488346e-06,6.213800337483468e-06,3.610465027895593e-07,1.88314254876028e-05,9.771058512336388e-05,0.0003008847539563,0.0001045894711238,0.0001962952828324,3.667472370441313e-05,3.321627825663945e-05,3.380535412961189e-05,1.045134613338198e-06,8.532098934342744e-06,0.0002614736778097,1.2731639835210776e-06,1.4365850321521412e-05,2.109271674191636e-06,6.968197503838494e-05,0.0,5.556315653456165e-05,0.0009637851355254,0.0019652141195786,Gujarat,2003,0.0031939313783615,71.174,0.71174
2.2872408897479e-05,1.0018338970592351e-05,1.753675722971473e-06,5.335651667764269e-06,0.0,5.335651667764269e-06,1.8618812463037552e-05,1.5988298878580342e-05,2.630513584457209e-06,6.1005527809752304e-06,3.544663695367871e-07,1.848821959005032e-05,9.592979327148208e-05,0.0002954010786971,0.0001026833104173,0.0001927177682797,3.600632069505258e-05,3.261090599738441e-05,3.318924586347075e-05,1.0260868591854364e-06,8.376599995895653e-06,0.0002567082760434,1.249960355734986e-06,1.4104030282621633e-05,2.070829843083335e-06,6.841200932059991e-05,0.0,5.455050865924028e-05,0.0009462199892913,0.0019293977616381,Gujarat,2004,0.0037941520511476,72.191,0.72191
2.2463016640221625e-05,9.839021154811593e-06,1.722286757080614e-06,5.240149069415485e-06,0.0,5.240149069415485e-06,1.8285555144323965e-05,1.5702125008703045e-05,2.583430135620921e-06,5.991359250695328e-06,3.48121791324805e-07,1.815729974752009e-05,9.421275005221826e-05,0.0002901137075703,0.0001008453862869,0.0001892683212834,3.536184511878282e-05,3.2027204801882054e-05,3.259519298772779e-05,1.0077209748875933e-06,8.226667594991443e-06,0.0002521134657173,1.2275873694085229e-06,1.3851582854818556e-05,2.033764149318597e-06,6.718750572568735e-05,0.0,5.357411146493314e-05,0.0009292836386422,0.00189486355458,Gujarat,2005,0.0044841018274561,73.208,0.73208
2.2068022068022068e-05,9.666009666009668e-06,1.692001692001692e-06,5.148005148005148e-06,0.0,5.148005148005148e-06,1.7964017964017965e-05,1.5426015426015426e-05,2.538002538002538e-06,5.886005886005886e-06,3.42000342000342e-07,1.7838017838017838e-05,9.255609255609256e-05,0.0002850122850122,9.907209907209908e-05,0.0001859401859401,3.474003474003474e-05,3.146403146403146e-05,3.2022032022032025e-05,9.9000099000099e-07,8.082008082008082e-06,0.0002476802476802,1.206001206001206e-06,1.3608013608013609e-05,1.998001998001998e-06,6.6006066006066e-05,0.0,5.263205263205264e-05,0.0009129429129429,0.0018615438615438,Gujarat,2006,0.0051064791064791,74.225,0.74225
2.168667878950832e-05,9.498977577460004e-06,1.6627633003375056e-06,5.059045786133262e-06,0.0,5.059045786133262e-06,1.7653593337625856e-05,1.51594483871196e-05,2.4941449505062582e-06,5.784293608620897e-06,3.360904543235384e-07,1.7529770538664552e-05,9.09566903227176e-05,0.0002800871712504,9.7360097926145e-05,0.0001827270733243,3.413971457075942e-05,3.092032179776553e-05,3.14686799074513e-05,9.728934204102427e-07,7.942348104803617e-06,0.0002434002448153,1.1851610757724774e-06,1.3372862287820787e-05,1.9634758121006714e-06,6.48654576844429e-05,0.0,5.172255202326453e-05,0.0008971669343597,0.0018293757208255,Gujarat,2007,0.0058247129079961,75.242,0.7524200000000001
2.131829112856529e-05,9.337620176214976e-06,1.6345182431363276e-06,4.973108697202018e-06,0.0,4.973108697202018e-06,1.7353714964362285e-05,1.4901937599657797e-05,2.4517773647044917e-06,5.6860368670806285e-06,3.3038134701691725e-07,1.7231995520724475e-05,8.941162559794677e-05,0.0002753293815087,9.570625968321644e-05,0.0001796231218255,3.355978946013949e-05,3.0395083925556388e-05,3.093412717595241e-05,9.563670571542342e-07,7.807432884768202e-06,0.000239265649208,1.16502896053334e-06,1.3145699912883656e-05,1.9301226062567272e-06,6.376359997426503e-05,0.0,5.084395045670874e-05,0.0008819269231237,0.0017983004487969,Gujarat,2008,0.0063974348496677,76.259,0.76259
2.0962209888828475e-05,9.181653107912636e-06,1.6072167451467183e-06,4.890042437361292e-06,0.0,4.890042437361292e-06,1.706385437932367e-05,1.4653029261603593e-05,2.4108251177200778e-06,5.591062507052946e-06,3.2486295912540053e-07,1.694416802596168e-05,8.791817556962155e-05,0.0002707305313048,9.410766984348444e-05,0.0001766228614613,3.299923742694858e-05,2.9887392239536848e-05,3.0417431804425654e-05,9.403927764156332e-07,7.677024665647623e-06,0.0002352691746087,1.145569382179044e-06,1.2926126163094884e-05,1.8978836033115504e-06,6.26985511112023e-05,0.0,4.999469960435111e-05,0.0008671960223095,0.0017682632826205,Gujarat,2009,0.0073737394462283,77.276,0.77276
2.061782853568011e-05,9.030810704453686e-06,1.5808123020831406e-06,4.809705514848704e-06,0.0,4.809705514848704e-06,1.6783517845521003e-05,1.4412299392396292e-05,2.371218453124711e-06,5.499208752991351e-06,3.1952589084659225e-07,1.666579778047226e-05,8.647379635437776e-05,0.0002662827871402,9.256160543261284e-05,0.0001737211817076,3.2457103649153846e-05,2.9396381957886487e-05,2.991771367453093e-05,9.249433682401354e-07,7.55090131526947e-06,0.0002314040135815,1.1267491940379832e-06,1.2713767025264408e-05,1.866703888630092e-06,6.166849693339231e-05,0.0,4.917335288607556e-05,0.0008529491398867,0.0017392130581823,Gujarat,2010,0.0087704643720223,78.293,0.78293
2.028457974851092e-05,8.884844473858371e-06,1.5552614162806089e-06,4.731965585704831e-06,0.0,4.731965585704831e-06,1.6512243547319655e-05,1.4179351422898742e-05,2.332892124420913e-06,5.410324288550629e-06,3.14361350099272e-07,1.63964262078094e-05,8.507610853739245e-05,0.0002619788219722,9.106551952349436e-05,0.0001709133024487,3.1932495036399736e-05,2.8921244209133025e-05,2.943414956982131e-05,9.099933818663136e-07,7.42885506287227e-06,0.0002276637988087,1.1085373924553276e-06,1.2508272667107876e-05,1.8365320979483783e-06,6.06717405691595e-05,0.0,4.837855724685639e-05,0.0008391628060886,0.0017111019192587,Gujarat,2011,0.0101854070152217,79.31,0.7931
3.693544573185151e-05,2.208559943248995e-05,3.688815322771341e-06,1.8822416646961456e-05,0.0,1.8822416646961456e-05,2.1234334358004256e-05,1.4045873729013953e-05,7.188460628990305e-06,3.641522818633247e-06,6.66824308347127e-06,1.8775124142823363e-05,0.0001470323953653,0.0002892882478127,0.0001429179475053,0.0001463703003074,3.5469378103570584e-05,2.6294632300780327e-05,4.804918420430362e-05,1.749822653109482e-06,9.600378340033105e-06,0.0002243556396311,1.3478363679356822e-05,2.2605816978008984e-05,1.8964294159375735e-05,7.155355876093639e-05,0.0,4.048238354220856e-05,0.0007522345708205,0.0018330101678883,Haryana,2001,0.0030978954835658,67.91,0.6790999999999999
3.62150832807805e-05,2.1654857736395e-05,3.616871313573469e-06,1.845531772823385e-05,0.0,1.845531772823385e-05,2.082019512557035e-05,1.377193307860667e-05,7.048262046963683e-06,3.5705011685276557e-06,6.538190451459732e-06,1.840894758318804e-05,0.0001441647809474,0.0002836461772452,0.0001401305783284,0.0001435155989167,3.477760878436028e-05,2.578180064547242e-05,4.711206736654672e-05,1.715695366695107e-06,9.413139444300182e-06,0.0002199799680973,1.3215491338056903e-05,2.2164929331898952e-05,1.8594428163371296e-05,7.015802945431613e-05,0.0,3.969284415921653e-05,0.0007375635270987,0.0017972604518306,Haryana,2002,0.0033631338798827,68.783,0.68783
3.5522282158808704e-05,2.12405963740892e-05,3.5476799083061197e-06,1.8102264147510716e-05,0.0,1.8102264147510716e-05,2.0421901010633944e-05,1.350847349701176e-05,6.913427513622181e-06,3.5021968325586047e-06,6.413113680399524e-06,1.80567810717632e-05,0.000141406882499,0.0002782199743475,0.0001374498549089,0.0001407701194385,3.4112306810635764e-05,2.5288590115617974e-05,4.621080495947458e-05,1.682873802658031e-06,9.233064376745413e-06,0.0002157717113462,1.296267658804159e-05,2.174091020731186e-05,1.8238713374753252e-05,6.881589360598921e-05,0.0,3.893351283987228e-05,0.0007234538028399,0.0017628785328979,Haryana,2003,0.0037688186225905,69.65599999999999,0.69656
3.485549029758823e-05,2.084188728421729e-05,3.481086098862845e-06,1.7762464965992466e-05,0.0,1.7762464965992466e-05,2.003855972294125e-05,1.325490476105468e-05,6.78365496188657e-06,3.4364567899030653e-06,6.29273256332899e-06,1.7717835657032687e-05,0.0001387525215559,0.0002729974829069,0.0001348697716764,0.0001381277112305,3.347198171983505e-05,2.481389578163772e-05,4.534337790313655e-05,1.6512844315118626e-06,9.059749718835354e-06,0.0002117214417051,1.271935305353732e-05,2.1332809682774876e-05,1.7896352892871808e-05,6.752414445614724e-05,0.0,3.8202688469571735e-05,0.0007098737883142,0.0017297873859721,Haryana,2004,0.0042752646518021,70.529,0.70529
3.4213270017610416e-05,2.0457870804384205e-05,3.416946301374664e-06,1.7435187537783542e-05,0.0,1.7435187537783542e-05,1.9669344734836205e-05,1.3010680147541988e-05,6.658664587294217e-06,3.373139297510886e-06,6.1767875447926615e-06,1.7391380533919764e-05,0.0001361959750124,0.0002679674426347,0.0001323847656763,0.0001355826769583,3.285525289783331e-05,2.4356694148260422e-05,4.450791592559818e-05,1.6208591429597765e-06,8.892821784346881e-06,0.0002078204263297,1.2484996101176656e-05,2.093974784688576e-05,1.7566608549374874e-05,6.627999684589573e-05,0.0,3.749879530739375e-05,0.0006967942034572,0.0016979156627561,Haryana,2005,0.0047699256157074,71.402,0.71402
3.35942876806607e-05,2.008774948382657e-05,3.355127322780454e-06,1.7119752236751547e-05,0.0,1.7119752236751547e-05,1.931348933241569e-05,1.2775292498279424e-05,6.5381968341362695e-06,3.3121128699242942e-06,6.0650378527185135e-06,1.707673778389539e-05,0.0001337319339298,0.0002631194081211,0.0001299896765313,0.0001331297315898,3.2260839642119754e-05,2.391603578802477e-05,4.370268410185823e-05,1.5915347556779077e-06,8.731933929800413e-06,0.0002040605643496,1.2259119064005504e-05,2.056090846524432e-05,1.7248795595320027e-05,6.508086717136958e-05,0.0,3.682037164487268e-05,0.00068418788713,0.0016671971782518,Haryana,2006,0.0055373365450791,72.275,0.72275
3.2997304445552335e-05,1.9730782555791217e-05,3.295505437583972e-06,1.681552774562078e-05,0.0,1.681552774562078e-05,1.8970281300964147e-05,1.2548270704646662e-05,6.422010596317484e-06,3.253255367871357e-06,5.957259829478719e-06,1.6773277675908166e-05,0.0001313554667365,0.000258443676432,0.0001276797106715,0.0001307639657605,3.168755228446127e-05,2.3491038760213957e-05,4.292607082801687e-05,1.563252579366756e-06,8.57676415166085e-06,0.0002004343307166,1.2041269868095282e-05,2.019553332262998e-05,1.6942277954758624e-05,6.392435547518654e-05,0.0,3.616605967399846e-05,0.0006720296088488,0.0016375704519912,Haryana,2007,0.0064049415681535,73.148,0.7314799999999999
3.24211679922953e-05,1.938628098899092e-05,3.2379655613303887e-06,1.6521926838583265e-05,0.0,1.6521926838583265e-05,1.8639058167145443e-05,1.2329176560450329e-05,6.309881606695117e-06,3.1964531823389733e-06,5.853245437789549e-06,1.648041445959185e-05,0.0001290619862843,0.0002539312222904,0.000125450409312,0.0001284808129784,3.113428424356143e-05,2.3080882719226872e-05,4.217657705527788e-05,1.5359580226823638e-06,8.427012935257294e-06,0.0001969347259352,1.1831028012553344e-05,1.9842917157896485e-05,1.664646397555751e-05,6.280822941401125e-05,0.0,3.553459641665145e-05,0.0006602959002374,0.0016089782973282,Haryana,2008,0.007576922438271,74.021,0.74021
3.186480509836882e-05,1.9053603048576487e-05,3.1824005091840813e-06,1.6238402598144417e-05,0.0,1.6238402598144417e-05,1.8319202931072468e-05,1.2117601938816313e-05,6.201600992256159e-06,3.1416005026560804e-06,5.752800920448148e-06,1.6197602591616414e-05,0.0001268472202955,0.0002495736399317,0.0001232976197276,0.0001262760202041,3.0600004896000785e-05,2.268480362956858e-05,4.145280663244906e-05,1.5096002415360387e-06,8.282401325184212e-06,0.0001935552309688,1.1628001860480295e-05,1.95024031203845e-05,1.636080261772842e-05,6.173040987686558e-05,0.0,3.492480558796889e-05,0.0006489649038343,0.0015813674530187,Haryana,2009,0.009122881459661,74.894,0.7489399999999999
3.1327214966466645e-05,1.873215030645317e-05,3.128710329557488e-06,1.596444501492154e-05,0.0,1.596444501492154e-05,1.8010140230401437e-05,1.1913166254853511e-05,6.096973975547926e-06,3.088598658665725e-06,5.655745595738536e-06,1.592433334402978e-05,0.0001247071848024,0.0002453630908449,0.0001212174694349,0.00012414562141,3.0083753168822e-05,2.230208901582004e-05,4.075345762603087e-05,1.4841318229952187e-06,8.142669191027821e-06,0.0001902897667105,1.143182620415236e-05,1.9173378686262555e-05,1.608478002759683e-05,6.068895805923692e-05,0.0,3.433559028334884e-05,0.0006380162372043,0.0015546882520938,Haryana,2010,0.010453943779482,75.767,0.75767
3.080746321644117e-05,1.842136404875547e-05,3.07680170407479e-06,1.5699577925920082e-05,0.0,1.5699577925920082e-05,1.7711332886276677e-05,1.1715514180900162e-05,5.995818705376514e-06,3.0373555283815235e-06,5.561910772750582e-06,1.5660131750226816e-05,0.0001226381602303,0.0002412922567157,0.000119206342945,0.0001220859137706,2.9584631769949903e-05,2.1932073685456197e-05,4.00773145043588e-05,1.459508500650862e-06,8.007573665733108e-06,0.0001871326574888,1.1242160072580964e-05,1.8855271981381405e-05,1.581791645299988e-05,5.968206382391227e-05,0.0,3.376592639343616e-05,0.000627430870577,0.0015288943236953,Haryana,2011,0.0117367756695988,76.64,0.7664
1.957880881869036e-05,1.2339585389930896e-05,1.8098058571898647e-06,2.040144784468575e-05,0.0,2.040144784468575e-05,2.073050345508391e-05,1.7275419545903257e-05,3.4550839091806515e-06,6.581112207963146e-07,0.0,4.606778545574202e-06,0.000138861467588,9.871668311944718e-05,2.3362948338269168e-05,7.535373478117802e-05,0.000103323461665,1.1352418558736426e-05,2.4021059559065483e-05,3.290556103981573e-07,2.2046725896676537e-05,0.0002308325106943,1.6452780519907863e-06,5.100361961171438e-05,2.303389272787101e-06,5.215531424810793e-05,0.0,7.946692991115498e-05,0.0009957222770648,0.0018919052319842,Himachal Pradesh,2001,0.0028213228035538,76.48,0.7648
1.932853639124856e-05,1.2181850666753292e-05,1.7866714311238163e-06,2.0140659769032112e-05,0.0,2.0140659769032112e-05,2.046550912014553e-05,1.705459093345461e-05,3.410918186690922e-06,6.496987022268423e-07,0.0,4.547890915587896e-06,0.0001370864261698,9.745480533402636e-05,2.3064303929052903e-05,7.439050140497345e-05,0.0001020026962496,1.120730261341303e-05,2.3714002631279743e-05,3.248493511134212e-07,2.1764906524599216e-05,0.000227881819806,1.624246755567106e-06,5.035164942258028e-05,2.273945457793948e-06,5.148862215147725e-05,0.0,7.845111829389121e-05,0.0009829941364692,0.0018677213442266,Himachal Pradesh,2002,0.0030706384913996,77.21000000000001,0.7721
1.90845815825769e-05,1.2028097636077878e-05,1.7641209866247557e-06,1.9886454758315425e-05,0.0,1.9886454758315425e-05,2.0207204028610834e-05,1.683933669050903e-05,3.367867338101806e-06,6.414985405908201e-07,0.0,4.490489784135741e-06,0.0001353561920646,9.622478108862304e-05,2.277319819097412e-05,7.34515828976489e-05,0.0001007152708727,1.1065849825191648e-05,2.3414696731564932e-05,3.207492702954101e-07,2.1490201109792477e-05,0.0002250056131122,1.6037463514770503e-06,4.9716136895788565e-05,2.2452448920678705e-06,5.08387593418225e-05,0.0,7.746094877634153e-05,0.0009705872919139,0.0018441479295634,Himachal Pradesh,2003,0.0033231228148955,77.94,0.7794
1.884670816109976e-05,1.1878177412457831e-05,1.742132687160482e-06,1.9638586655263614e-05,0.0,1.9638586655263614e-05,1.995533805292916e-05,1.6629448377440966e-05,3.325889675488193e-06,6.335027953310843e-07,0.0,4.434519567317591e-06,0.0001336690898148,9.502541929966266e-05,2.2489349234253496e-05,7.253607006540916e-05,9.945993886698024e-05,1.0927923219461206e-05,2.312285202958458e-05,3.167513976655422e-07,2.1222343643591327e-05,0.0002222011054623,1.583756988327711e-06,4.909646663815904e-05,2.217259783658796e-06,5.020509652998844e-05,0.0,7.649546253622844e-05,0.0009584897293359,0.001821162160878,Himachal Pradesh,2004,0.0038132117007966,78.67,0.7867000000000001
1.8614691527968963e-05,1.1731948441997248e-05,1.7206857714929296e-06,1.9396821424102117e-05,0.0,1.9396821424102117e-05,1.970967338255537e-05,1.6424727818796144e-05,3.284945563759229e-06,6.257039169065199e-07,0.0,4.379927418345639e-06,0.0001320235264672,9.385558753597796e-05,2.221248905018145e-05,7.164309848579652e-05,9.823551495432362e-05,1.0793392566637468e-05,2.283819296708797e-05,3.1285195845326e-07,2.0961081216368413e-05,0.0002194656488549,1.5642597922662996e-06,4.849205356025529e-05,2.1899637091728195e-06,4.95870354148417e-05,0.0,7.555374796646227e-05,0.0009466900262795,0.001798742335127,Himachal Pradesh,2005,0.0042433675384807,79.4,0.794
1.838831800973499e-05,1.1589276056555669e-05,1.6997604882948312e-06,1.916093641350537e-05,0.0,1.916093641350537e-05,1.946998377501352e-05,1.6224986479177936e-05,3.244997295835587e-06,6.180947230163023e-07,0.0,4.326663061114116e-06,0.0001304179865564,9.271420845244532e-05,2.194236266707873e-05,7.07718457853666e-05,9.704087151355946e-05,1.0662133972031211e-05,2.256045739009503e-05,3.090473615081512e-07,2.0706173221046124e-05,0.0002167967240979,1.5452368075407556e-06,4.790234103376343e-05,2.163331530557058e-06,4.898400679904195e-05,0.0,7.46349378042185e-05,0.0009351773159236,0.0017768678049911,Himachal Pradesh,2006,0.0046780499111488,80.13,0.8012999999999999
1.81673842020091e-05,1.1450032060089767e-05,1.6793380354798327e-06,1.893071967268175e-05,0.0,1.893071967268175e-05,1.923605386095081e-05,1.6030044884125676e-05,3.2060089768251357e-06,6.10668376538121e-07,0.0,4.274678635766847e-06,0.0001288510274495,9.160025648071816e-05,2.1678727367103293e-05,6.992152911361486e-05,9.5874935116485e-05,1.0534029495282587e-05,2.2289395743641416e-05,3.053341882690605e-07,2.0457390614027053e-05,0.0002141919330707,1.5266709413453024e-06,4.7326799181704376e-05,2.1373393178834232e-06,4.839546884064609e-05,0.0,7.373820646697811e-05,0.0009239412537021,0.0017555189154529,Himachal Pradesh,2007,0.005185032518091,80.86,0.8086
1.7951696359878714e-05,1.1314094344461372e-05,1.6594005038543348e-06,1.8705969316176137e-05,0.0,1.8705969316176137e-05,1.9007678498695107e-05,1.5839732082245924e-05,3.1679464164491845e-06,6.034183650379399e-07,0.0,4.223928555265579e-06,0.000127321275023,9.0512754755691e-05,2.1421351958846867e-05,6.909140279684412e-05,9.473668331095656e-05,1.0408966796904464e-05,2.2024770323884807e-05,3.0170918251897e-07,2.0214515228770987e-05,0.000211648991537,1.5085459125948498e-06,4.676492329044035e-05,2.1119642776327897e-06,4.7820905429256736e-05,0.0,7.286276757833125e-05,0.0009129719863024,0.0017346769448928,Himachal Pradesh,2008,0.0062579010092172,81.59,0.8159000000000001
1.774106983123621e-05,1.1181346532291728e-05,1.6399308247361203e-06,1.848649293338899e-05,0.0,1.848649293338899e-05,1.8784662174250103e-05,1.5653885145208422e-05,3.130777029041684e-06,5.963384817222256e-07,0.0,4.1743693720555786e-06,0.0001258274196433,8.945077225833382e-05,2.117001610113901e-05,6.828075615719482e-05,9.36251416303894e-05,1.028683880970839e-05,2.1766354582861236e-05,2.981692408611128e-07,1.997733913769456e-05,0.000209165722464,1.4908462043055638e-06,4.621623233347248e-05,2.0871846860277893e-06,4.725982467648638e-05,0.0,7.200787166795874e-05,0.0009022601228457,0.0017143240503309,Himachal Pradesh,2009,0.007184238773928,82.32000000000001,0.8232
