STATE/UT,YEAR,DEMOGRAPHIC PARTICULARS,Male Convicts,Female Convicts,Total Convicts,Male Under trial,Female Under trial,Total Under trial,Male Detenues,Female Detenues,Total Detenues,Male Others,Female Others,Total Others,Total Male,Total Female,Grand Total,grand_total_capita
Rajasthan,2003,Educational Standard - Holding technical degree/diploma etc,88,0,88,30,0,30,0,0,0,0,0,0,118,0,118,2.002878713812395e-06
Rajasthan,2004,Educational Standard - Illiterate,1358,71,1429,2137,133,2270,5,0,5,8,0,8,3508,204,3712,6.174389921373003e-05
Rajasthan,2004,Educational Standard - Below Class X,3253,98,3351,3442,107,3549,16,0,16,13,0,13,6724,205,6929,0.00011525416962606018
Rajasthan,2004,Educational Standard - Class X and above but below graduate,791,8,799,1173,14,1187,6,0,6,0,0,0,1970,22,1992,3.313411832805771e-05
Rajasthan,2004,Educational Standard - Graduate,147,1,148,180,1,181,2,0,2,0,0,0,329,2,331,5.5057194611381035e-06
Rajasthan,2004,Educational Standard - Post-Graduate,64,0,64,68,0,68,0,0,0,0,0,0,132,0,132,2.195634347039969e-06
Rajasthan,2004,Educational Standard - Holding technical degree/diploma etc,46,1,47,28,0,28,0,0,0,0,0,0,74,1,75,1.2475195153636186e-06
Rajasthan,2005,Educational Standard - Illiterate,1399,45,1444,2098,133,2231,4,0,4,12,0,12,3513,178,3691,6.018909584269626e-05
Rajasthan,2005,Educational Standard - Below Class X,2454,107,2561,3395,84,3479,16,0,16,9,0,9,5874,191,6065,9.890188737088942e-05
Rajasthan,2005,Educational Standard - Class X and above but below graduate,984,24,1008,1049,24,1073,10,0,10,3,0,3,2046,48,2094,3.414683465039447e-05
Rajasthan,2005,Educational Standard - Graduate,259,3,262,285,6,291,2,0,2,2,0,2,548,9,557,9.082992789049531e-06
Rajasthan,2005,Educational Standard - Post-Graduate,129,1,130,134,0,134,0,0,0,0,0,0,263,1,264,4.305045056210191e-06
Rajasthan,2005,Educational Standard - Holding technical degree/diploma etc,166,1,167,155,0,155,0,0,0,0,0,0,321,1,322,5.25085040946849e-06
Rajasthan,2006,Educational Standard - Illiterate,1460,95,1555,2279,157,2436,10,0,10,20,0,20,3769,252,4021,6.430770460997161e-05
Rajasthan,2006,Educational Standard - Below Class X,2626,81,2707,3911,112,4023,10,0,10,32,0,32,6579,193,6772,0.0001083043460877214
Rajasthan,2006,Educational Standard - Class X and above but below graduate,823,11,834,1219,13,1232,7,0,7,15,0,15,2064,24,2088,3.3393306944944224e-05
Rajasthan,2006,Educational Standard - Graduate,246,0,246,288,2,290,5,0,5,0,0,0,539,2,541,8.652193035064571e-06
Rajasthan,2006,Educational Standard - Post-Graduate,136,0,136,176,0,176,0,0,0,0,0,0,312,0,312,4.989804486026148e-06
Rajasthan,2006,Educational Standard - Holding technical degree/diploma etc,115,0,115,131,0,131,3,0,3,0,0,0,249,0,249,3.982247810963177e-06
Rajasthan,2007,Educational Standard - Illiterate,1691,42,1733,2497,189,2686,0,0,0,11,0,11,4199,231,4430,6.95102586472017e-05
Rajasthan,2007,Educational Standard - Below Class X,2557,31,2588,3830,106,3936,12,0,12,15,0,15,6414,137,6551,0.00010279045246000414
Rajasthan,2007,Educational Standard - Class X and above but below graduate,931,116,1047,1414,42,1456,8,0,8,0,0,0,2353,158,2511,3.9399607102285206e-05
Rajasthan,2007,Educational Standard - Graduate,263,3,266,408,5,413,4,0,4,0,0,0,675,8,683,1.0716818658248028e-05
Rajasthan,2007,Educational Standard - Post-Graduate,121,0,121,159,0,159,0,0,0,0,0,0,280,0,280,4.393424925782501e-06
Rajasthan,2007,Educational Standard - Holding technical degree/diploma etc,115,0,115,115,0,115,2,0,2,0,0,0,232,0,232,3.640266367076929e-06
Rajasthan,2008,Educational Standard - Illiterate,1806,124,1930,2732,197,2929,9,0,9,14,0,14,4561,321,4882,7.518206471940704e-05
Rajasthan,2008,Educational Standard - Below Class X,2517,71,2588,3615,101,3716,27,0,27,34,0,34,6193,172,6365,9.802004136399545e-05
Rajasthan,2008,Educational Standard - Class X and above but below graduate,1091,18,1109,1674,22,1696,13,0,13,4,0,4,2782,40,2822,4.345837497709272e-05
Rajasthan,2008,Educational Standard - Graduate,357,2,359,443,7,450,6,0,6,11,0,11,817,9,826,1.2720275595704674e-05
Rajasthan,2008,Educational Standard - Post-Graduate,154,1,155,220,2,222,0,0,0,2,0,2,376,3,379,5.836542918610256e-06
Rajasthan,2008,Educational Standard - Holding technical degree/diploma etc,138,1,139,106,1,107,0,0,0,0,0,0,244,2,246,3.7883629498103507e-06
Rajasthan,2009,Educational Standard - Illiterate,1734,104,1838,3131,233,3364,3,0,3,22,0,22,4890,337,5227,7.902957069722013e-05
Rajasthan,2009,Educational Standard - Below Class X,2070,115,2185,4241,119,4360,9,0,9,13,0,13,6333,234,6567,9.928968639155243e-05
Rajasthan,2009,Educational Standard - Class X and above but below graduate,1836,16,1852,2467,51,2518,15,0,15,1,0,1,4319,67,4386,6.6314080175628e-05
Rajasthan,2009,Educational Standard - Graduate,371,5,376,649,7,656,0,0,0,4,0,4,1024,12,1036,1.5663790939797217e-05
Rajasthan,2009,Educational Standard - Post-Graduate,131,4,135,247,1,248,0,0,0,0,0,0,378,5,383,5.790764411141249e-06
Rajasthan,2009,Educational Standard - Holding technical degree/diploma etc,165,1,166,167,0,167,0,0,0,0,0,0,332,1,333,5.03478994493482e-06
Rajasthan,2010,Educational Standard - Illiterate,1641,153,1794,3262,221,3483,8,0,8,1,0,1,4912,374,5286,7.849263259181604e-05
Rajasthan,2010,Educational Standard - Below Class X,1992,27,2019,4090,107,4197,8,0,8,0,0,0,6090,134,6224,9.24211398508254e-05
Rajasthan,2010,Educational Standard - Class X and above but below graduate,1705,29,1734,2363,51,2414,13,0,13,3,0,3,4084,80,4164,6.183188083850207e-05
Rajasthan,2010,Educational Standard - Graduate,373,6,379,481,5,486,0,0,0,0,0,0,854,11,865,1.2844518954203721e-05
Rajasthan,2010,Educational Standard - Post-Graduate,170,3,173,227,1,228,1,0,1,0,0,0,398,4,402,5.969360253861152e-06
Rajasthan,2010,Educational Standard - Holding technical degree/diploma etc,129,4,133,120,0,120,0,0,0,0,0,0,249,4,253,3.756836179668834e-06
Rajasthan,2011,Educational Standard - Illiterate,1393,110,1503,3215,176,3391,12,0,12,0,0,0,4620,286,4906,7.157028651455914e-05
Rajasthan,2011,Educational Standard - Below Class X,2162,92,2254,4506,160,4666,10,0,10,0,0,0,6678,252,6930,0.00010109704148917547
Rajasthan,2011,Educational Standard - Class X and above but below graduate,1610,17,1627,2601,70,2671,18,0,18,0,0,0,4229,87,4316,6.296317908618779e-05
Rajasthan,2011,Educational Standard - Graduate,398,6,404,676,13,689,0,0,0,1,0,1,1075,19,1094,1.595961953667503e-05
Rajasthan,2011,Educational Standard - Post-Graduate,242,5,247,319,0,319,0,0,0,2,0,2,563,5,568,8.286164439516835e-06
Rajasthan,2011,Educational Standard - Holding technical degree/diploma etc,123,1,124,163,0,163,0,0,0,3,0,3,289,1,290,4.230612125809651e-06
Sikkim,2001,Educational Standard - Illiterate,20,0,20,26,0,26,0,0,0,0,0,0,46,0,46,8.502772643253234e-05
Sikkim,2001,Educational Standard - Below Class X,43,0,43,52,0,52,0,0,0,0,0,0,95,0,95,0.0001756007393715342
Sikkim,2001,Educational Standard - Class X and above but below graduate,10,0,10,26,0,26,0,0,0,0,0,0,36,0,36,6.654343807763401e-05
Sikkim,2001,Educational Standard - Graduate,4,0,4,5,0,5,0,0,0,0,0,0,9,0,9,1.6635859519408503e-05
Sikkim,2001,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2001,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2002,Educational Standard - Illiterate,20,0,20,18,1,19,0,0,0,0,0,0,38,1,39,7.116788321167883e-05
Sikkim,2002,Educational Standard - Below Class X,45,0,45,52,0,52,0,0,0,0,0,0,97,0,97,0.000177007299270073
Sikkim,2002,Educational Standard - Class X and above but below graduate,10,0,10,15,0,15,0,0,0,0,0,0,25,0,25,4.562043795620438e-05
Sikkim,2002,Educational Standard - Graduate,6,0,6,4,1,5,0,0,0,0,0,0,10,1,11,2.0072992700729927e-05
Sikkim,2002,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2002,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2003,Educational Standard - Illiterate,35,1,36,32,0,32,0,0,0,0,0,0,67,1,68,0.00012252252252252253
Sikkim,2003,Educational Standard - Below Class X,34,0,34,35,2,37,0,0,0,0,0,0,69,2,71,0.00012792792792792792
Sikkim,2003,Educational Standard - Class X and above but below graduate,7,0,7,18,0,18,0,0,0,0,0,0,25,0,25,4.5045045045045046e-05
Sikkim,2003,Educational Standard - Graduate,4,1,5,2,0,2,0,0,0,0,0,0,6,1,7,1.2612612612612613e-05
Sikkim,2003,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2004,Educational Standard - Illiterate,12,0,12,25,0,25,0,0,0,0,0,0,37,0,37,6.583629893238434e-05
Sikkim,2004,Educational Standard - Below Class X,42,1,43,65,0,65,0,0,0,0,0,0,107,1,108,0.00019217081850533808
Sikkim,2004,Educational Standard - Class X and above but below graduate,5,0,5,3,0,3,0,0,0,0,0,0,8,0,8,1.4234875444839857e-05
Sikkim,2004,Educational Standard - Graduate,2,1,3,5,0,5,0,0,0,0,0,0,7,1,8,1.4234875444839857e-05
Sikkim,2004,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1.7793594306049821e-06
Sikkim,2005,Educational Standard - Illiterate,13,0,13,30,0,30,0,0,0,0,0,0,43,0,43,7.557117750439367e-05
Sikkim,2005,Educational Standard - Below Class X,49,1,50,78,5,83,0,0,0,0,0,0,127,6,133,0.0002337434094903339
Sikkim,2005,Educational Standard - Class X and above but below graduate,7,0,7,3,0,3,0,0,0,0,0,0,10,0,10,1.757469244288225e-05
Sikkim,2005,Educational Standard - Graduate,2,1,3,5,0,5,0,0,0,0,0,0,7,1,8,1.40597539543058e-05
Sikkim,2005,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2005,Educational Standard - Holding technical degree/diploma etc,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1.757469244288225e-06
Sikkim,2006,Educational Standard - Illiterate,21,0,21,34,0,34,0,0,0,0,0,0,55,0,55,9.548611111111112e-05
Sikkim,2006,Educational Standard - Below Class X,60,1,61,78,2,80,0,0,0,0,0,0,138,3,141,0.00024479166666666665
Sikkim,2006,Educational Standard - Class X and above but below graduate,6,0,6,16,0,16,0,0,0,0,0,0,22,0,22,3.8194444444444444e-05
Sikkim,2006,Educational Standard - Graduate,3,0,3,4,0,4,0,0,0,0,0,0,7,0,7,1.2152777777777777e-05
Sikkim,2006,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2006,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2007,Educational Standard - Illiterate,20,0,20,30,0,30,0,0,0,0,0,0,50,0,50,8.576329331046312e-05
Sikkim,2007,Educational Standard - Below Class X,51,1,52,92,3,95,0,0,0,0,0,0,143,4,147,0.0002521440823327616
Sikkim,2007,Educational Standard - Class X and above but below graduate,7,0,7,17,0,17,0,0,0,0,0,0,24,0,24,4.11663807890223e-05
Sikkim,2007,Educational Standard - Graduate,3,0,3,2,0,2,0,0,0,0,0,0,5,0,5,8.576329331046313e-06
Sikkim,2007,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2007,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2008,Educational Standard - Illiterate,14,0,14,37,3,40,0,0,0,0,0,0,51,3,54,9.152542372881355e-05
Sikkim,2008,Educational Standard - Below Class X,41,1,42,130,1,131,0,0,0,0,0,0,171,2,173,0.00029322033898305085
Sikkim,2008,Educational Standard - Class X and above but below graduate,10,0,10,13,4,17,0,0,0,0,0,0,23,4,27,4.576271186440678e-05
Sikkim,2008,Educational Standard - Graduate,2,0,2,4,0,4,0,0,0,0,0,0,6,0,6,1.016949152542373e-05
Sikkim,2008,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2008,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2009,Educational Standard - Illiterate,14,0,14,21,0,21,0,0,0,0,0,0,35,0,35,5.862646566164154e-05
Sikkim,2009,Educational Standard - Below Class X,51,1,52,92,5,97,0,0,0,0,0,0,143,6,149,0.0002495812395309883
Sikkim,2009,Educational Standard - Class X and above but below graduate,2,0,2,5,1,6,0,0,0,0,0,0,7,1,8,1.340033500837521e-05
Sikkim,2009,Educational Standard - Graduate,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1.6750418760469012e-06
Sikkim,2009,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2009,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2010,Educational Standard - Illiterate,7,1,8,15,1,16,0,0,0,0,0,0,22,2,24,3.9735099337748346e-05
Sikkim,2010,Educational Standard - Below Class X,53,1,54,90,3,93,0,0,0,0,0,0,143,4,147,0.00024337748344370862
Sikkim,2010,Educational Standard - Class X and above but below graduate,11,0,11,20,1,21,0,0,0,0,0,0,31,1,32,5.298013245033112e-05
Sikkim,2010,Educational Standard - Graduate,3,0,3,1,0,1,0,0,0,0,0,0,4,0,4,6.62251655629139e-06
Sikkim,2010,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2010,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2011,Educational Standard - Illiterate,23,1,24,26,0,26,0,0,0,0,0,0,49,1,50,8.183306055646482e-05
Sikkim,2011,Educational Standard - Below Class X,38,0,38,66,1,67,0,0,0,0,0,0,104,1,105,0.0001718494271685761
Sikkim,2011,Educational Standard - Class X and above but below graduate,6,0,6,26,0,26,0,0,0,0,0,0,32,0,32,5.237315875613748e-05
Sikkim,2011,Educational Standard - Graduate,2,0,2,1,0,1,0,0,0,0,0,0,3,0,3,4.909983633387888e-06
Sikkim,2011,Educational Standard - Post-Graduate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sikkim,2011,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tamil Nadu,2001,Educational Standard - Illiterate,2129,77,2206,1093,101,1194,477,127,604,5542,1021,6563,9241,1326,10567,0.00016932666730763067
Tamil Nadu,2001,Educational Standard - Below Class X,1889,53,1942,1002,28,1030,286,34,320,4197,344,4541,7374,459,7833,0.00012551677723295838
Tamil Nadu,2001,Educational Standard - Class X and above but below graduate,479,16,495,79,11,90,218,58,276,1520,71,1591,2296,156,2452,3.929109380508284e-05
Tamil Nadu,2001,Educational Standard - Graduate,171,0,171,18,1,19,32,0,32,78,5,83,299,6,305,4.887350575265199e-06
Tamil Nadu,2001,Educational Standard - Post-Graduate,10,11,21,7,0,7,0,0,0,15,0,15,32,11,43,6.890363106111591e-07
Tamil Nadu,2001,Educational Standard - Holding technical degree/diploma etc,20,2,22,25,0,25,1,0,1,12,0,12,58,2,60,9.614460148062687e-07
Tamil Nadu,2002,Educational Standard - Illiterate,1782,126,1908,1126,48,1174,1009,170,1179,4877,974,5851,8794,1318,10112,0.0001595453462522148
Tamil Nadu,2002,Educational Standard - Below Class X,2263,47,2310,947,11,958,608,13,621,3770,284,4054,7588,355,7943,0.00012532324814886693
Tamil Nadu,2002,Educational Standard - Graduate,222,1,223,30,0,30,5,0,5,52,0,52,309,1,310,4.89112513233649e-06
Tamil Nadu,2002,Educational Standard - Post-Graduate,56,6,62,12,0,12,4,0,4,17,0,17,89,6,95,1.4988931857160212e-06
Tamil Nadu,2003,Educational Standard - Illiterate,1811,137,1948,1461,48,1509,432,61,493,2918,47,2965,6622,293,6915,0.00010745219426237915
Tamil Nadu,2003,Educational Standard - Below Class X,2663,47,2710,998,6,1004,418,19,437,4739,978,5717,8818,1050,9868,0.00015333886521781017
Tamil Nadu,2003,Educational Standard - Class X and above but below graduate,1176,0,1176,485,0,485,110,1,111,3022,418,3440,4793,419,5212,8.098927498127551e-05
Tamil Nadu,2003,Educational Standard - Graduate,233,2,235,41,0,41,30,0,30,69,47,116,373,49,422,6.557458565252928e-06
Tamil Nadu,2003,Educational Standard - Post-Graduate,58,6,64,22,0,22,10,0,10,47,31,78,137,37,174,2.7037862330663733e-06
Tamil Nadu,2003,Educational Standard - Holding technical degree/diploma etc,28,0,28,8,0,8,3,0,3,15,8,23,54,8,62,9.634180830466387e-07
Tamil Nadu,2004,Educational Standard - Illiterate,1917,137,2054,1267,43,1310,317,10,327,2827,549,3376,6328,739,7067,0.00010817670136831971
Tamil Nadu,2004,Educational Standard - Below Class X,2918,52,2970,1018,16,1034,180,4,184,3717,787,4504,7833,859,8692,0.00013305106668932146
Tamil Nadu,2004,Educational Standard - Class X and above but below graduate,1319,0,1319,496,0,496,77,5,82,2610,171,2781,4502,176,4678,7.16075575210131e-05
Tamil Nadu,2004,Educational Standard - Graduate,317,3,320,45,0,45,6,0,6,38,24,62,406,27,433,6.628061651688472e-06
Tamil Nadu,2004,Educational Standard - Post-Graduate,79,9,88,25,0,25,0,0,0,0,0,0,104,9,113,1.7297250961681232e-06
Tamil Nadu,2004,Educational Standard - Holding technical degree/diploma etc,52,0,52,8,0,8,13,0,13,26,20,46,99,20,119,1.8215689065841297e-06
Tamil Nadu,2005,Educational Standard - Illiterate,2176,86,2262,1281,40,1321,433,26,459,3703,556,4259,7593,708,8301,0.00012519908781582567
Tamil Nadu,2005,Educational Standard - Below Class X,4192,112,4304,1272,16,1288,316,14,330,3756,551,4307,9536,693,10229,0.00015427797485460557
Tamil Nadu,2005,Educational Standard - Class X and above but below graduate,465,41,506,263,4,267,35,0,35,460,135,595,1223,180,1403,2.1160621636622505e-05
Tamil Nadu,2005,Educational Standard - Graduate,229,7,236,53,0,53,3,0,3,172,21,193,457,28,485,7.314968990564444e-06
Tamil Nadu,2005,Educational Standard - Post-Graduate,119,0,119,71,0,71,0,0,0,10,0,10,200,0,200,3.016482057964719e-06
Tamil Nadu,2005,Educational Standard - Holding technical degree/diploma etc,36,0,36,8,0,8,0,0,0,19,0,19,63,0,63,9.501918482588865e-07
Tamil Nadu,2006,Educational Standard - Illiterate,1718,34,1752,1253,30,1283,273,11,284,2816,470,3286,6060,545,6605,9.81769265642535e-05
Tamil Nadu,2006,Educational Standard - Below Class X,4017,117,4134,1273,17,1290,312,18,330,3761,567,4328,9363,719,10082,0.0001498591633036796
Tamil Nadu,2006,Educational Standard - Class X and above but below graduate,416,42,458,216,3,219,37,0,37,471,116,587,1140,161,1301,1.9338104687372263e-05
Tamil Nadu,2006,Educational Standard - Graduate,214,4,218,38,0,38,0,0,0,167,25,192,419,29,448,6.659086010716966e-06
Tamil Nadu,2006,Educational Standard - Post-Graduate,112,0,112,47,0,47,0,0,0,12,0,12,171,0,171,2.541749347840628e-06
Tamil Nadu,2006,Educational Standard - Holding technical degree/diploma etc,32,0,32,8,0,8,0,0,0,9,0,9,49,0,49,7.283375324221682e-07
Tamil Nadu,2007,Educational Standard - Illiterate,2069,131,2200,2397,457,2854,213,17,230,8,0,8,4687,605,5292,7.753777988764933e-05
Tamil Nadu,2007,Educational Standard - Below Class X,2730,42,2772,4677,468,5145,357,9,366,0,0,0,7764,519,8283,0.00012136157044773232
Tamil Nadu,2007,Educational Standard - Class X and above but below graduate,1053,11,1064,1190,67,1257,58,3,61,0,0,0,2301,81,2382,3.490079208094874e-05
Tamil Nadu,2007,Educational Standard - Graduate,200,7,207,150,2,152,10,0,10,0,0,0,360,9,369,5.406545876519767e-06
Tamil Nadu,2007,Educational Standard - Post-Graduate,55,1,56,56,0,56,0,0,0,0,0,0,111,1,112,1.6410112145534251e-06
Tamil Nadu,2007,Educational Standard - Holding technical degree/diploma etc,83,0,83,78,0,78,0,0,0,0,0,0,161,0,161,2.3589536209205487e-06
Tamil Nadu,2008,Educational Standard - Illiterate,1230,86,1316,2774,408,3182,327,19,346,0,0,0,4331,513,4844,6.99750233659373e-05
Tamil Nadu,2008,Educational Standard - Below Class X,2859,57,2916,4303,332,4635,371,10,381,4,0,4,7537,399,7936,0.0001146411613195868
Tamil Nadu,2008,Educational Standard - Class X and above but below graduate,808,19,827,1397,111,1508,254,3,257,0,0,0,2459,133,2592,3.744328252776827e-05
Tamil Nadu,2008,Educational Standard - Graduate,159,9,168,194,9,203,24,0,24,0,0,0,377,18,395,5.706055786446168e-06
Tamil Nadu,2008,Educational Standard - Post-Graduate,60,3,63,81,5,86,0,0,0,0,0,0,141,8,149,2.152410916912605e-06
Tamil Nadu,2008,Educational Standard - Holding technical degree/diploma etc,129,0,129,132,0,132,27,0,27,0,0,0,288,0,288,4.1603647253075855e-06
Tamil Nadu,2009,Educational Standard - Illiterate,1299,95,1394,2437,369,2806,205,7,212,0,1,1,3941,472,4413,6.286432246705072e-05
Tamil Nadu,2009,Educational Standard - Below Class X,2697,71,2768,3122,147,3269,377,9,386,4,0,4,6200,227,6427,9.155427158299002e-05
Tamil Nadu,2009,Educational Standard - Class X and above but below graduate,746,4,750,1371,40,1411,172,0,172,0,0,0,2289,44,2333,3.323418633936762e-05
Tamil Nadu,2009,Educational Standard - Graduate,203,6,209,404,9,413,34,0,34,0,0,0,641,15,656,9.34488908642313e-06
Tamil Nadu,2009,Educational Standard - Post-Graduate,91,2,93,92,10,102,9,0,9,0,0,0,192,12,204,2.906032581753534e-06
Tamil Nadu,2009,Educational Standard - Holding technical degree/diploma etc,147,0,147,158,0,158,22,0,22,0,0,0,327,0,327,4.658199285457871e-06
Tamil Nadu,2010,Educational Standard - Illiterate,1582,37,1619,3193,250,3443,228,10,238,3,0,3,5006,297,5303,7.450869642799436e-05
Tamil Nadu,2010,Educational Standard - Below Class X,2263,81,2344,2073,243,2316,373,5,378,0,0,0,4709,329,5038,7.078536915033672e-05
Tamil Nadu,2010,Educational Standard - Class X and above but below graduate,792,43,835,1320,46,1366,154,2,156,0,0,0,2266,91,2357,3.311653733373236e-05
Tamil Nadu,2010,Educational Standard - Graduate,240,5,245,319,3,322,29,4,33,0,0,0,588,12,600,8.430174968281467e-06
Tamil Nadu,2010,Educational Standard - Post-Graduate,93,2,95,84,1,85,13,2,15,0,0,0,190,5,195,2.7398068646914765e-06
Tamil Nadu,2010,Educational Standard - Holding technical degree/diploma etc,195,0,195,165,0,165,13,0,13,0,0,0,373,0,373,5.240758771948312e-06
Tamil Nadu,2011,Educational Standard - Illiterate,1275,87,1362,2542,369,2911,388,11,399,0,0,0,4205,467,4672,6.475667733932111e-05
Tamil Nadu,2011,Educational Standard - Below Class X,2242,55,2297,1774,121,1895,274,5,279,4,0,4,4294,181,4475,6.202614107308689e-05
Tamil Nadu,2011,Educational Standard - Class X and above but below graduate,920,14,934,1642,46,1688,185,5,190,0,0,0,2747,65,2812,3.897597959721125e-05
Tamil Nadu,2011,Educational Standard - Graduate,292,7,299,433,19,452,75,0,75,0,0,0,800,26,826,1.1448847491926207e-05
Tamil Nadu,2011,Educational Standard - Post-Graduate,81,4,85,331,8,339,25,0,25,0,0,0,437,12,449,6.223404992584584e-06
Tamil Nadu,2011,Educational Standard - Holding technical degree/diploma etc,215,8,223,386,11,397,15,0,15,0,0,0,616,19,635,8.80147476679557e-06
Tripura,2001,Educational Standard - Illiterate,25,2,27,119,6,125,0,0,0,0,0,0,144,8,152,4.7514848390121914e-05
Tripura,2001,Educational Standard - Below Class X,306,2,308,324,5,329,1,0,1,0,0,0,631,7,638,0.0001994373241638012
Tripura,2001,Educational Standard - Class X and above but below graduate,18,0,18,199,1,200,1,0,1,0,0,0,218,1,219,6.84588934041888e-05
Tripura,2001,Educational Standard - Graduate,6,0,6,18,0,18,0,0,0,0,0,0,24,0,24,7.502344482650828e-06
Tripura,2001,Educational Standard - Post-Graduate,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3.1259768677711785e-07
Tripura,2001,Educational Standard - Holding technical degree/diploma etc,2,0,2,4,0,4,0,0,0,0,0,0,6,0,6,1.875586120662707e-06
Tripura,2002,Educational Standard - Illiterate,65,2,67,115,4,119,0,0,0,0,0,0,180,6,186,5.729246881256738e-05
Tripura,2002,Educational Standard - Below Class X,364,2,366,264,3,267,1,0,1,0,0,0,629,5,634,0.00019528723240412753
Tripura,2002,Educational Standard - Class X and above but below graduate,28,2,30,149,1,150,1,0,1,0,0,0,178,3,181,5.575234868319729e-05
Tripura,2002,Educational Standard - Graduate,11,0,11,12,0,12,0,0,0,0,0,0,23,0,23,7.084552595102418e-06
Tripura,2002,Educational Standard - Post-Graduate,6,0,6,0,0,0,0,0,0,0,0,0,6,0,6,1.848144155244109e-06
Tripura,2002,Educational Standard - Holding technical degree/diploma etc,8,0,8,3,0,3,0,0,0,0,0,0,11,0,11,3.3882642846142e-06
Tripura,2003,Educational Standard - Illiterate,49,2,51,199,6,205,0,0,0,0,0,0,248,8,256,7.77170613236187e-05
Tripura,2003,Educational Standard - Below Class X,404,3,407,589,5,594,2,0,2,1,0,1,996,8,1004,0.0003047965998785671
Tripura,2003,Educational Standard - Class X and above but below graduate,30,1,31,96,0,96,0,0,0,0,0,0,126,1,127,3.8554948391013967e-05
Tripura,2003,Educational Standard - Graduate,9,1,10,1,0,1,0,0,0,0,0,0,10,1,11,3.339404978749241e-06
Tripura,2003,Educational Standard - Post-Graduate,1,0,1,2,0,2,0,0,0,0,0,0,3,0,3,9.107468123861566e-07
Tripura,2003,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tripura,2004,Educational Standard - Illiterate,139,2,141,187,4,191,0,0,0,1,0,1,327,6,333,9.965584318419871e-05
Tripura,2004,Educational Standard - Below Class X,355,7,362,486,4,490,0,0,0,2,0,2,843,11,854,0.0002555738440819991
Tripura,2004,Educational Standard - Class X and above but below graduate,35,5,40,20,2,22,0,0,0,0,0,0,55,7,62,1.8554541373634594e-05
Tripura,2004,Educational Standard - Graduate,10,0,10,5,0,5,0,0,0,0,0,0,15,0,15,4.489001945234176e-06
Tripura,2004,Educational Standard - Post-Graduate,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.992667963489451e-07
Tripura,2004,Educational Standard - Holding technical degree/diploma etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Tripura,2005,Educational Standard - Illiterate,10,5,15,114,6,120,1,0,1,1,0,1,126,11,137,4.042490410150487e-05
Tripura,2005,Educational Standard - Below Class X,644,10,654,441,14,455,0,0,0,0,0,0,1085,24,1109,0.0003272351726172912
Tripura,2005,Educational Standard - Class X and above but below graduate,65,0,65,72,1,73,0,0,0,0,0,0,137,1,138,4.0719976394216585e-05
