MURDER_PER_CAPITA,ATTEMPT TO MURDER_PER_CAPITA,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_PER_CAPITA,RAPE_PER_CAPITA,CUSTODIAL RAPE_PER_CAPITA,OTHER RAPE_PER_CAPITA,KIDNAPPING & ABDUCTION_PER_CAPITA,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS_PER_CAPITA,KIDNAPPING AND ABDUCTION OF OTHERS_PER_CAPITA,DACOITY_PER_CAPITA,PREPARATION AND ASSEMBLY FOR DACOITY_PER_CAPITA,ROBBERY_PER_CAPITA,BURGLARY_PER_CAPITA,THEFT_PER_CAPITA,AUTO THEFT_PER_CAPITA,OTHER THEFT_PER_CAPITA,RIOTS_PER_CAPITA,CRIMINAL BREACH OF TRUST_PER_CAPITA,CHEATING_PER_CAPITA,COUNTERFIETING_PER_CAPITA,ARSON_PER_CAPITA,HURT/GREVIOUS HURT_PER_CAPITA,DOWRY DEATHS_PER_CAPITA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_PER_CAPITA,INSULT TO MODESTY OF WOMEN_PER_CAPITA,CRUELTY BY HUSBAND OR HIS RELATIVES_PER_CAPITA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_PER_CAPITA,CAUSING DEATH BY NEGLIGENCE_PER_CAPITA,OTHER IPC CRIMES_PER_CAPITA,TOTAL IPC CRIMES_PER_CAPITA,STATE,YEAR
3.376418157352197e-05,3.148031554386875e-05,3.888744861301433e-06,2.351764749453724e-05,0.0,2.351764749453724e-05,0.00010042837919583225,5.950396898880288e-05,4.092441020702937e-05,2.9628532276582347e-06,4.567732059306445e-06,3.851709195955705e-05,0.00018696838388701652,0.0011898324753404194,0.00048726590373196054,0.000702566571608459,1.0184807970075183e-05,2.9566806167672804e-05,0.00013474809574954015,2.5924965742009554e-06,3.086305445477328e-06,0.00012413120501709814,6.9750503067787615e-06,3.0986506672592375e-05,5.55534980185919e-06,8.518203029517425e-06,0.0,2.6665679048924115e-05,0.0013579743960100243,0.00335691270693678,Delhi,2009
3.316297145074359e-05,3.091977228497117e-05,3.819501282261145e-06,2.3098888707007875e-05,0.0,2.3098888707007875e-05,9.864013628950607e-05,5.8444432319043545e-05,4.019570397046252e-05,2.9100962150561102e-06,4.486398331544837e-06,3.783125079572944e-05,0.00018363919657093662,0.0011686461383629495,0.00047858957336776946,0.0006900565649951802,1.000345573925538e-05,2.904033514608077e-05,0.00013234875078057268,2.5463341881740966e-06,3.0313502240167816e-06,0.00012192090600995495,6.850851506277927e-06,3.0434756249128485e-05,5.456430403230207e-06,8.366526618286318e-06,0.0,2.6190865935504994e-05,0.001333794098567384,0.003297139011658573,Delhi,2010
3.258279723612104e-05,3.0378842030021442e-05,3.7526804860614724e-06,2.2694781987133667e-05,0.0,2.2694781987133667e-05,9.691446271146056e-05,5.742196807243269e-05,3.949249463902788e-05,2.8591851322373123e-06,4.40791041219919e-06,3.716940671908506e-05,0.00018042649511555874,0.0011482010960209674,0.00047021682153919466,0.0006779842744817727,9.82844889206576e-06,2.8532284965451512e-05,0.0001300333571598761,2.501786990707648e-06,2.978317846080534e-06,0.00011978794376935906,6.730998332142006e-06,2.9902311174648558e-05,5.3609721229449604e-06,8.220157255182272e-06,0.0,2.5732666190135812e-05,0.0013104598522754348,0.003239456754824875,Delhi,2011
2.6706231454005936e-05,2.225519287833828e-05,3.70919881305638e-06,8.902077151335312e-06,0.0,8.902077151335312e-06,6.676557863501484e-06,4.451038575667656e-06,2.225519287833828e-06,5.192878338278932e-06,0.0,1.85459940652819e-05,0.00026632047477744805,0.000427299703264095,0.00012462908011869436,0.00030267062314540057,4.7477744807121664e-05,2.8931750741839762e-05,4.599406528189911e-05,1.483679525222552e-06,1.1869436201780416e-05,0.00012908011869436201,1.483679525222552e-06,1.2611275964391692e-05,5.192878338278932e-06,8.160237388724036e-06,0.0,0.0001416913946587537,0.0005170623145400594,0.001736646884272997,Goa,2001
2.6488117136340224e-05,2.2073430946950187e-05,3.6789051578250313e-06,8.829372378780075e-06,0.0,8.829372378780075e-06,6.622029284085056e-06,4.4146861893900375e-06,2.2073430946950188e-06,5.150467220955043e-06,0.0,1.8394525789125157e-05,0.00026414539033183725,0.0004238098741814436,0.00012361121330292104,0.00030019866087852254,4.70899860201604e-05,2.8695460231035244e-05,4.561842395703039e-05,1.4715620631300125e-06,1.17724965050401e-05,0.0001280258994923111,1.4715620631300125e-06,1.2508277536605107e-05,5.150467220955043e-06,8.093591347215068e-06,0.0,0.0001405341770289162,0.0005128393790008093,0.0017224633948936796,Goa,2002
2.627353670996935e-05,2.1894613924974457e-05,3.649102320829076e-06,8.757845569989782e-06,0.0,8.757845569989782e-06,6.568384177492337e-06,4.378922784994891e-06,2.1894613924974456e-06,5.108743249160706e-06,0.0,1.824551160414538e-05,0.00026200554663552764,0.0004203765873595096,0.00012260983797985695,0.0002977667493796526,4.670850970661217e-05,2.846299810246679e-05,4.524886877828054e-05,1.4596409283316303e-06,1.1677127426653043e-05,0.00012698876076485186,1.4596409283316303e-06,1.2406947890818859e-05,5.108743249160706e-06,8.028025105823966e-06,0.0,0.00013939570865567071,0.0005086848635235732,0.0017085097066121735,Goa,2003
2.6062404980815175e-05,2.1718670817345978e-05,3.619778469557663e-06,8.687468326938392e-06,0.0,8.687468326938392e-06,6.515601245203794e-06,4.343734163469196e-06,2.171867081734598e-06,5.067689857380728e-06,0.0,1.8098892347788315e-05,0.0002599000941142402,0.0004169984796930428,0.00012162455657713747,0.0002953739231159053,4.6333164410338085e-05,2.8234272062549773e-05,4.4885253022515024e-05,1.4479113878230651e-06,1.1583291102584521e-05,0.00012596829074060668,1.4479113878230651e-06,1.2307246796496055e-05,5.067689857380728e-06,7.963512633026858e-06,0.0,0.00013827553753710273,0.0005045971186563382,0.0016947802794468978,Goa,2004
2.585463947141626e-05,2.1545532892846882e-05,3.5909221488078137e-06,8.618213157138753e-06,0.0,8.618213157138753e-06,6.463659867854065e-06,4.309106578569376e-06,2.154553289284688e-06,5.02729100833094e-06,0.0,1.795461074403907e-05,0.00025782821028440104,0.00041367423154266015,0.00012065498419994255,0.0002930192473427176,4.596380350474002e-05,2.8009192760700948e-05,4.4527434645216895e-05,1.4363688595231256e-06,1.1490950876185005e-05,0.0001249640907785119,1.4363688595231256e-06,1.2209135305946566e-05,5.02729100833094e-06,7.900028727377191e-06,0.0,0.00013717322608445848,0.0005005745475438093,0.0016812697500718185,Goa,2005
2.565016031350196e-05,2.1375133594584967e-05,3.562522265764161e-06,8.550053437833986e-06,0.0,8.550053437833986e-06,6.41254007837549e-06,4.275026718916993e-06,2.1375133594584965e-06,4.987531172069825e-06,0.0,1.7812611328820805e-05,0.00025578909868186674,0.00041040256501603134,0.00011970074812967581,0.0002907018168863555,4.560028500178126e-05,2.7787673672960458e-05,4.4175276095475593e-05,1.4250089063056644e-06,1.1400071250445315e-05,0.0001239757748485928,1.4250089063056644e-06,1.2112575703598148e-05,4.987531172069825e-06,7.837548984681155e-06,0.0,0.00013608835055219096,0.000496615603847524,0.00166797292483078,Goa,2006
2.5448890145624204e-05,2.1207408454686837e-05,3.5345680757811396e-06,8.482963381874735e-06,0.0,8.482963381874735e-06,6.362222536406051e-06,4.2414816909373676e-06,2.1207408454686838e-06,4.948395306093595e-06,0.0,1.76728403789057e-05,0.0002537819878410858,0.00040718224232998726,0.0001187614873462463,0.000288420754983741,4.524247136999859e-05,2.756963099109289e-05,4.382864413968613e-05,1.4138272303124559e-06,1.1310617842499647e-05,0.00012300296903718365,1.4138272303124559e-06,1.2017531457655875e-05,4.948395306093595e-06,7.776049766718507e-06,0.0,0.00013502050049483952,0.0004927187897638908,0.0016548847730807296,Goa,2007
2.5250754015571298e-05,2.104229501297608e-05,3.507049168829347e-06,8.416918005190433e-06,0.0,8.416918005190433e-06,6.3126885038928244e-06,4.2084590025952166e-06,2.1042295012976083e-06,4.909868836361086e-06,0.0,1.7535245844146734e-05,0.0002518061303219471,0.00040401206424914076,0.00011783685207266606,0.0002861752121764747,4.489022936101564e-05,2.7354983516868908e-05,4.34874096934839e-05,1.4028196675317387e-06,1.122255734025391e-05,0.00012204531107526128,1.4028196675317387e-06,1.192396717401978e-05,4.909868836361086e-06,7.715508171424564e-06,0.0,0.00013396927824928104,0.0004888826541348109,0.0016420004208459002,Goa,2008
2.5055679287305123e-05,2.0879732739420935e-05,3.479955456570156e-06,8.351893095768374e-06,0.0,8.351893095768374e-06,6.263919821826281e-06,4.175946547884187e-06,2.0879732739420934e-06,4.871937639198218e-06,0.0,1.739977728285078e-05,0.0002498608017817372,0.00040089086859688197,0.00011692650334075724,0.0002839643652561247,4.4543429844097995e-05,2.7143652561247217e-05,4.315144766146993e-05,1.3919821826280624e-06,1.1135857461024499e-05,0.00012110244988864143,1.3919821826280624e-06,1.183184855233853e-05,4.871937639198218e-06,7.655902004454342e-06,0.0,0.00013293429844097996,0.0004851057906458797,0.001629315144766147,Goa,2009
2.4863595552179016e-05,2.0719662960149183e-05,3.4532771600248636e-06,8.287865184059673e-06,0.0,8.287865184059673e-06,6.215898888044754e-06,4.143932592029837e-06,2.0719662960149183e-06,4.834588024034809e-06,0.0,1.7266385800124317e-05,0.00024794530008978523,0.00039781752883486426,0.00011603011257683541,0.0002817874162580289,4.4201947648318255e-05,2.6935561848193935e-05,4.282063678430831e-05,1.3813108640099455e-06,1.1050486912079564e-05,0.00012017404516886525,1.3813108640099455e-06,1.1741142344084536e-05,4.834588024034809e-06,7.5972097520547e-06,0.0,0.0001319151875129498,0.00048138683610746597,0.0016168243663236411,Goa,2010
2.467443454420836e-05,2.0562028786840303e-05,3.427004797806717e-06,8.224811514736121e-06,0.0,8.224811514736121e-06,6.16860863605209e-06,4.112405757368061e-06,2.0562028786840303e-06,4.797806716929404e-06,0.0,1.7135023989033583e-05,0.00024605894448252226,0.00039479095270733377,0.00011514736120630568,0.0002796435915010281,4.3865661411925975e-05,2.6730637422892392e-05,4.249485949280329e-05,1.3708019191226867e-06,1.0966415352981494e-05,0.00011925976696367375,1.3708019191226867e-06,1.1651816312542838e-05,4.797806716929404e-06,7.539410555174777e-06,0.0,0.0001309115832762166,0.00047772446881425636,0.001604523646333105,Goa,2011
2.419529908626236e-05,1.0597777821633676e-05,1.855104497641649e-06,5.644254109845868e-06,0.0,5.644254109845868e-06,1.9695683921769848e-05,1.6913027175307376e-05,2.7826567464624737e-06,6.453395433285311e-06,3.749679303743759e-07,1.9557537842158237e-05,0.00010147816305184425,0.0003124864320814667,0.00010862228888318763,0.0002038641431982791,3.80888476643445e-05,3.449704959444258e-05,3.510883937557972e-05,1.085433482662667e-06,8.861084249373408e-06,0.00027155572220796903,1.3222553334254307e-06,1.4919776598054114e-05,2.1906021195555643e-06,7.236881056225455e-05,0.0,5.7705590969193426e-05,0.001000947287403051,0.0020409899153361884,Gujarat,2001
2.37376543867224e-05,1.0397324963841705e-05,1.8200159154583246e-06,5.537495232139158e-06,0.0,5.537495232139158e-06,1.9323147698163915e-05,1.6593123824976428e-05,2.7300238731874867e-06,6.331331961222044e-06,3.678755573798741e-07,1.9187614598076592e-05,9.955874294985856e-05,0.00030657587239752245,0.00010656774041151721,0.00020000813198600524,3.7368411881218793e-05,3.384455127894842e-05,3.444476929362084e-05,1.0649029292575303e-06,8.693480277029657e-06,0.00026641935102879305,1.2972453865500824e-06,1.463757480943078e-05,2.1491677299561065e-06,7.099998257431571e-05,0.0,5.661411209361852e-05,0.0009820147576184125,0.002002385382561537,Gujarat,2002
2.3297000653684193e-05,1.020431431568386e-05,1.7862300664325566e-06,5.434699989358629e-06,0.0,5.434699989358629e-06,1.8964442620209483e-05,1.6285097520560648e-05,2.6793450996488346e-06,6.213800337483468e-06,3.610465027895593e-07,1.8831425487602802e-05,9.771058512336389e-05,0.00030088475395630956,0.00010458947112388075,0.0001962952828324288,3.667472370441313e-05,3.321627825663945e-05,3.380535412961189e-05,1.0451346133381979e-06,8.532098934342744e-06,0.0002614736778097019,1.2731639835210776e-06,1.4365850321521412e-05,2.109271674191636e-06,6.968197503838494e-05,0.0,5.556315653456165e-05,0.0009637851355254556,0.0019652141195786016,Gujarat,2003
2.2872408897478997e-05,1.0018338970592351e-05,1.753675722971473e-06,5.335651667764269e-06,0.0,5.335651667764269e-06,1.8618812463037552e-05,1.5988298878580342e-05,2.6305135844572095e-06,6.1005527809752304e-06,3.544663695367871e-07,1.8488219590050316e-05,9.592979327148207e-05,0.0002954010786971309,0.00010268331041739348,0.0001927177682797374,3.600632069505258e-05,3.261090599738441e-05,3.318924586347075e-05,1.0260868591854364e-06,8.376599995895653e-06,0.0002567082760434837,1.249960355734986e-06,1.4104030282621633e-05,2.070829843083335e-06,6.841200932059991e-05,0.0,5.455050865924028e-05,0.0009462199892913844,0.001929397761638157,Gujarat,2004
2.2463016640221625e-05,9.839021154811593e-06,1.722286757080614e-06,5.240149069415485e-06,0.0,5.240149069415485e-06,1.8285555144323965e-05,1.5702125008703045e-05,2.583430135620921e-06,5.991359250695328e-06,3.4812179132480496e-07,1.815729974752009e-05,9.421275005221826e-05,0.0002901137075703664,0.00010084538628693297,0.00018926832128343343,3.536184511878282e-05,3.2027204801882054e-05,3.259519298772779e-05,1.0077209748875933e-06,8.226667594991443e-06,0.0002521134657173324,1.2275873694085229e-06,1.3851582854818556e-05,2.0337641493185972e-06,6.718750572568735e-05,0.0,5.357411146493314e-05,0.0009292836386422518,0.0018948635545800003,Gujarat,2005
2.2068022068022068e-05,9.666009666009667e-06,1.692001692001692e-06,5.148005148005148e-06,0.0,5.148005148005148e-06,1.7964017964017965e-05,1.5426015426015426e-05,2.538002538002538e-06,5.886005886005886e-06,3.42000342000342e-07,1.7838017838017838e-05,9.255609255609255e-05,0.000285012285012285,9.907209907209908e-05,0.00018594018594018594,3.474003474003474e-05,3.146403146403146e-05,3.2022032022032025e-05,9.9000099000099e-07,8.082008082008082e-06,0.0002476802476802477,1.206001206001206e-06,1.3608013608013609e-05,1.998001998001998e-06,6.6006066006066e-05,0.0,5.2632052632052634e-05,0.0009129429129429129,0.0018615438615438617,Gujarat,2006
2.1686678789508317e-05,9.498977577460004e-06,1.6627633003375056e-06,5.059045786133262e-06,0.0,5.059045786133262e-06,1.7653593337625856e-05,1.5159448387119599e-05,2.4941449505062582e-06,5.784293608620897e-06,3.3609045432353836e-07,1.7529770538664552e-05,9.09566903227176e-05,0.00028008717125046877,9.7360097926145e-05,0.00018272707332432376,3.413971457075942e-05,3.092032179776553e-05,3.14686799074513e-05,9.728934204102427e-07,7.942348104803617e-06,0.00024340024481536252,1.1851610757724774e-06,1.3372862287820789e-05,1.9634758121006714e-06,6.48654576844429e-05,0.0,5.172255202326453e-05,0.0008971669343597654,0.0018293757208255796,Gujarat,2007
2.1318291128565294e-05,9.337620176214977e-06,1.6345182431363276e-06,4.973108697202018e-06,0.0,4.973108697202018e-06,1.7353714964362285e-05,1.4901937599657795e-05,2.4517773647044913e-06,5.6860368670806285e-06,3.3038134701691725e-07,1.7231995520724475e-05,8.941162559794677e-05,0.0002753293815087299,9.570625968321645e-05,0.00017962312182551345,3.355978946013949e-05,3.0395083925556388e-05,3.093412717595241e-05,9.563670571542342e-07,7.807432884768202e-06,0.00023926564920804115,1.1650289605333399e-06,1.3145699912883656e-05,1.9301226062567272e-06,6.376359997426503e-05,0.0,5.084395045670874e-05,0.0008819269231237383,0.001798300448796977,Gujarat,2008
2.0962209888828475e-05,9.181653107912636e-06,1.6072167451467183e-06,4.890042437361292e-06,0.0,4.890042437361292e-06,1.706385437932367e-05,1.4653029261603593e-05,2.4108251177200778e-06,5.591062507052946e-06,3.2486295912540053e-07,1.694416802596168e-05,8.791817556962155e-05,0.0002707305313048206,9.410766984348444e-05,0.0001766228614613362,3.299923742694858e-05,2.9887392239536848e-05,3.0417431804425658e-05,9.403927764156331e-07,7.677024665647623e-06,0.00023526917460871112,1.145569382179044e-06,1.2926126163094884e-05,1.8978836033115504e-06,6.26985511112023e-05,0.0,4.999469960435111e-05,0.0008671960223095363,0.0017682632826205157,Gujarat,2009
2.061782853568011e-05,9.030810704453686e-06,1.5808123020831406e-06,4.809705514848704e-06,0.0,4.809705514848704e-06,1.6783517845521003e-05,1.4412299392396293e-05,2.371218453124711e-06,5.499208752991351e-06,3.1952589084659225e-07,1.666579778047226e-05,8.647379635437776e-05,0.0002662827871402601,9.256160543261283e-05,0.00017372118170764727,3.2457103649153846e-05,2.9396381957886487e-05,2.991771367453093e-05,9.249433682401354e-07,7.55090131526947e-06,0.00023140401358153208,1.1267491940379832e-06,1.2713767025264408e-05,1.8667038886300917e-06,6.166849693339231e-05,0.0,4.917335288607556e-05,0.0008529491398867533,0.0017392130581823013,Gujarat,2010
2.028457974851092e-05,8.884844473858371e-06,1.5552614162806089e-06,4.731965585704831e-06,0.0,4.731965585704831e-06,1.6512243547319655e-05,1.4179351422898742e-05,2.3328921244209135e-06,5.410324288550629e-06,3.14361350099272e-07,1.63964262078094e-05,8.507610853739245e-05,0.00026197882197220385,9.106551952349437e-05,0.00017091330244870946,3.1932495036399736e-05,2.8921244209133025e-05,2.943414956982131e-05,9.099933818663137e-07,7.42885506287227e-06,0.00022766379880873595,1.1085373924553276e-06,1.2508272667107876e-05,1.8365320979483785e-06,6.06717405691595e-05,0.0,4.837855724685639e-05,0.000839162806088683,0.001711101919258769,Gujarat,2011
3.6935445731851505e-05,2.208559943248995e-05,3.688815322771341e-06,1.8822416646961456e-05,0.0,1.8822416646961456e-05,2.1234334358004256e-05,1.4045873729013951e-05,7.188460628990305e-06,3.6415228186332467e-06,6.66824308347127e-06,1.8775124142823363e-05,0.00014703239536533459,0.0002892882478127217,0.0001429179475053204,0.00014637030030740128,3.5469378103570584e-05,2.6294632300780327e-05,4.804918420430362e-05,1.749822653109482e-06,9.600378340033105e-06,0.00022435563963111847,1.3478363679356822e-05,2.2605816978008984e-05,1.8964294159375738e-05,7.155355876093639e-05,0.0,4.048238354220856e-05,0.0007522345708205249,0.0018330101678883898,Haryana,2001
3.6215083280780504e-05,2.1654857736395e-05,3.616871313573469e-06,1.8455317728233855e-05,0.0,1.8455317728233855e-05,2.082019512557035e-05,1.377193307860667e-05,7.048262046963683e-06,3.5705011685276553e-06,6.538190451459732e-06,1.840894758318804e-05,0.0001441647809474348,0.00028364617724524244,0.00014013057832844902,0.00014351559891679342,3.477760878436028e-05,2.578180064547242e-05,4.711206736654672e-05,1.715695366695107e-06,9.413139444300182e-06,0.0002199799680973402,1.3215491338056905e-05,2.2164929331898952e-05,1.8594428163371296e-05,7.015802945431613e-05,0.0,3.969284415921653e-05,0.0007375635270987128,0.0017972604518306933,Haryana,2002
3.5522282158808704e-05,2.12405963740892e-05,3.5476799083061193e-06,1.8102264147510713e-05,0.0,1.8102264147510713e-05,2.0421901010633944e-05,1.3508473497011761e-05,6.913427513622181e-06,3.5021968325586047e-06,6.4131136803995236e-06,1.8056781071763197e-05,0.0001414068824990221,0.00027821997434754526,0.00013744985490898837,0.00014077011943855691,3.4112306810635764e-05,2.5288590115617978e-05,4.621080495947458e-05,1.682873802658031e-06,9.233064376745413e-06,0.00021577171134620808,1.296267658804159e-05,2.174091020731186e-05,1.8238713374753255e-05,6.881589360598921e-05,0.0,3.893351283987228e-05,0.0007234538028399632,0.0017628785328979086,Haryana,2003
3.485549029758823e-05,2.084188728421729e-05,3.481086098862845e-06,1.7762464965992466e-05,0.0,1.7762464965992466e-05,2.003855972294125e-05,1.325490476105468e-05,6.78365496188657e-06,3.4364567899030653e-06,6.29273256332899e-06,1.7717835657032687e-05,0.00013875252155595624,0.0002729974829069747,0.00013486977167645537,0.00013812771123051932,3.347198171983505e-05,2.4813895781637717e-05,4.534337790313655e-05,1.6512844315118626e-06,9.059749718835354e-06,0.00021172144170519664,1.2719353053537319e-05,2.1332809682774873e-05,1.7896352892871808e-05,6.752414445614724e-05,0.0,3.8202688469571735e-05,0.0007098737883142617,0.0017297873859721156,Haryana,2004
3.4213270017610416e-05,2.0457870804384205e-05,3.416946301374664e-06,1.7435187537783542e-05,0.0,1.7435187537783542e-05,1.9669344734836205e-05,1.3010680147541988e-05,6.658664587294217e-06,3.373139297510886e-06,6.1767875447926615e-06,1.7391380533919764e-05,0.000136195975012485,0.00026796744263472844,0.00013238476567633634,0.0001355826769583921,3.285525289783331e-05,2.4356694148260422e-05,4.450791592559818e-05,1.6208591429597765e-06,8.892821784346881e-06,0.0002078204263297616,1.2484996101176656e-05,2.093974784688576e-05,1.7566608549374874e-05,6.627999684589573e-05,0.0,3.7498795307393746e-05,0.0006967942034572487,0.0016979156627561615,Haryana,2005
3.35942876806607e-05,2.0087749483826566e-05,3.355127322780454e-06,1.7119752236751547e-05,0.0,1.7119752236751547e-05,1.9313489332415692e-05,1.2775292498279423e-05,6.5381968341362695e-06,3.3121128699242946e-06,6.0650378527185135e-06,1.707673778389539e-05,0.0001337319339298004,0.0002631194081211287,0.0001299896765313145,0.00013312973158981418,3.2260839642119754e-05,2.3916035788024775e-05,4.3702684101858226e-05,1.5915347556779077e-06,8.731933929800413e-06,0.00020406056434962147,1.2259119064005505e-05,2.0560908465244322e-05,1.7248795595320027e-05,6.508086717136958e-05,0.0,3.6820371644872676e-05,0.0006841878871300757,0.0016671971782518927,Haryana,2006
3.2997304445552335e-05,1.9730782555791217e-05,3.2955054375839722e-06,1.681552774562078e-05,0.0,1.681552774562078e-05,1.8970281300964147e-05,1.2548270704646662e-05,6.422010596317484e-06,3.253255367871357e-06,5.957259829478719e-06,1.6773277675908166e-05,0.0001313554667365201,0.0002584436764320661,0.00012767971067152262,0.0001307639657605435,3.168755228446127e-05,2.3491038760213954e-05,4.292607082801687e-05,1.563252579366756e-06,8.57676415166085e-06,0.00020043433071664568,1.2041269868095282e-05,2.019553332262998e-05,1.6942277954758624e-05,6.392435547518654e-05,0.0,3.616605967399846e-05,0.0006720296088488546,0.0016375704519912457,Haryana,2007
3.24211679922953e-05,1.938628098899092e-05,3.2379655613303887e-06,1.6521926838583265e-05,0.0,1.6521926838583265e-05,1.8639058167145443e-05,1.2329176560450327e-05,6.309881606695117e-06,3.1964531823389733e-06,5.853245437789549e-06,1.648041445959185e-05,0.00012906198628430998,0.000253931222290487,0.00012545040931205686,0.00012848081297843017,3.113428424356143e-05,2.3080882719226872e-05,4.217657705527788e-05,1.5359580226823638e-06,8.427012935257294e-06,0.0001969347259352739,1.1831028012553344e-05,1.9842917157896485e-05,1.664646397555751e-05,6.280822941401125e-05,0.0,3.553459641665145e-05,0.0006602959002374509,0.0016089782973282632,Haryana,2008
3.186480509836882e-05,1.9053603048576487e-05,3.1824005091840813e-06,1.6238402598144417e-05,0.0,1.6238402598144417e-05,1.8319202931072468e-05,1.2117601938816311e-05,6.201600992256159e-06,3.1416005026560804e-06,5.7528009204481475e-06,1.6197602591616414e-05,0.00012684722029555524,0.0002495736399317824,0.00012329761972761915,0.00012627602020416322,3.0600004896000785e-05,2.268480362956858e-05,4.145280663244906e-05,1.5096002415360387e-06,8.282401325184212e-06,0.00019355523096883695,1.1628001860480297e-05,1.95024031203845e-05,1.636080261772842e-05,6.173040987686558e-05,0.0,3.492480558796889e-05,0.0006489649038343846,0.0015813674530187926,Haryana,2009
3.1327214966466645e-05,1.8732150306453166e-05,3.128710329557488e-06,1.596444501492154e-05,0.0,1.596444501492154e-05,1.8010140230401437e-05,1.1913166254853511e-05,6.096973975547926e-06,3.0885986586657255e-06,5.655745595738536e-06,1.592433334402978e-05,0.00012470718480249012,0.00024536309084491223,0.00012121746943490677,0.00012414562141000547,3.0083753168822e-05,2.2302089015820042e-05,4.075345762603087e-05,1.4841318229952187e-06,8.142669191027821e-06,0.0001902897667105221,1.143182620415236e-05,1.9173378686262555e-05,1.608478002759683e-05,6.068895805923692e-05,0.0,3.433559028334884e-05,0.000638016237204377,0.0015546882520938291,Haryana,2010
3.080746321644117e-05,1.842136404875547e-05,3.07680170407479e-06,1.5699577925920082e-05,0.0,1.5699577925920082e-05,1.7711332886276677e-05,1.1715514180900162e-05,5.995818705376514e-06,3.0373555283815235e-06,5.561910772750582e-06,1.5660131750226816e-05,0.00012263816023036568,0.0002412922567157114,0.00011920634294505148,0.00012208591377065994,2.9584631769949903e-05,2.1932073685456194e-05,4.0077314504358804e-05,1.459508500650862e-06,8.007573665733108e-06,0.00018713265748885645,1.1242160072580964e-05,1.8855271981381405e-05,1.581791645299988e-05,5.968206382391227e-05,0.0,3.376592639343616e-05,0.0006274308705770975,0.0015288943236953178,Haryana,2011
1.957880881869036e-05,1.2339585389930897e-05,1.8098058571898652e-06,2.040144784468575e-05,0.0,2.040144784468575e-05,2.073050345508391e-05,1.7275419545903257e-05,3.4550839091806515e-06,6.581112207963146e-07,0.0,4.606778545574202e-06,0.00013886146758802236,9.871668311944718e-05,2.3362948338269168e-05,7.535373478117802e-05,0.00010332346166502138,1.1352418558736426e-05,2.4021059559065483e-05,3.290556103981573e-07,2.2046725896676537e-05,0.00023083251069430733,1.6452780519907863e-06,5.100361961171438e-05,2.303389272787101e-06,5.215531424810793e-05,0.0,7.946692991115498e-05,0.0009957222770648239,0.0018919052319842054,Himachal Pradesh,2001
1.932853639124856e-05,1.2181850666753293e-05,1.7866714311238163e-06,2.0140659769032112e-05,0.0,2.0140659769032112e-05,2.0465509120145532e-05,1.705459093345461e-05,3.410918186690922e-06,6.496987022268423e-07,0.0,4.547890915587896e-06,0.00013708642616986372,9.745480533402635e-05,2.3064303929052903e-05,7.439050140497345e-05,0.00010200269624961424,1.120730261341303e-05,2.3714002631279743e-05,3.2484935111342113e-07,2.1764906524599216e-05,0.00022788181980606495,1.6242467555671059e-06,5.035164942258028e-05,2.273945457793948e-06,5.1488622151477254e-05,0.0,7.845111829389121e-05,0.0009829941364692125,0.001867721344226615,Himachal Pradesh,2002
1.90845815825769e-05,1.2028097636077878e-05,1.7641209866247555e-06,1.9886454758315425e-05,0.0,1.9886454758315425e-05,2.0207204028610834e-05,1.683933669050903e-05,3.367867338101806e-06,6.414985405908201e-07,0.0,4.490489784135741e-06,0.00013535619206466305,9.622478108862303e-05,2.2773198190974117e-05,7.34515828976489e-05,0.00010071527087275877,1.1065849825191648e-05,2.3414696731564935e-05,3.2074927029541006e-07,2.1490201109792474e-05,0.00022500561311223017,1.6037463514770503e-06,4.9716136895788565e-05,2.2452448920678705e-06,5.08387593418225e-05,0.0,7.746094877634153e-05,0.0009705872919139109,0.0018441479295634603,Himachal Pradesh,2003
1.884670816109976e-05,1.1878177412457833e-05,1.7421326871604821e-06,1.9638586655263618e-05,0.0,1.9638586655263618e-05,1.995533805292916e-05,1.6629448377440966e-05,3.325889675488193e-06,6.335027953310843e-07,0.0,4.434519567317591e-06,0.0001336690898148588,9.502541929966266e-05,2.2489349234253496e-05,7.253607006540916e-05,9.945993886698025e-05,1.0927923219461206e-05,2.312285202958458e-05,3.167513976655422e-07,2.1222343643591327e-05,0.00022220110546237784,1.583756988327711e-06,4.909646663815904e-05,2.2172597836587954e-06,5.020509652998844e-05,0.0,7.649546253622844e-05,0.0009584897293359307,0.001821162160878035,Himachal Pradesh,2004
