MURDER_PER_CAPITA,ATTEMPT TO MURDER_PER_CAPITA,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER_PER_CAPITA,RAPE_PER_CAPITA,CUSTODIAL RAPE_PER_CAPITA,OTHER RAPE_PER_CAPITA,KIDNAPPING & ABDUCTION_PER_CAPITA,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS_PER_CAPITA,KIDNAPPING AND ABDUCTION OF OTHERS_PER_CAPITA,DACOITY_PER_CAPITA,PREPARATION AND ASSEMBLY FOR DACOITY_PER_CAPITA,ROBBERY_PER_CAPITA,BURGLARY_PER_CAPITA,THEFT_PER_CAPITA,AUTO THEFT_PER_CAPITA,OTHER THEFT_PER_CAPITA,RIOTS_PER_CAPITA,CRIMINAL BREACH OF TRUST_PER_CAPITA,CHEATING_PER_CAPITA,COUNTERFIETING_PER_CAPITA,ARSON_PER_CAPITA,HURT/GREVIOUS HURT_PER_CAPITA,DOWRY DEATHS_PER_CAPITA,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY_PER_CAPITA,INSULT TO MODESTY OF WOMEN_PER_CAPITA,CRUELTY BY HUSBAND OR HIS RELATIVES_PER_CAPITA,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES_PER_CAPITA,CAUSING DEATH BY NEGLIGENCE_PER_CAPITA,OTHER IPC CRIMES_PER_CAPITA,TOTAL IPC CRIMES_PER_CAPITA,STATE,YEAR
3.7871866591079106e-05,4.482154932634929e-05,1.9521580717051085e-06,4.4524821299450116e-05,0.0,4.4524821299450116e-05,1.493010493240067e-05,1.04323327351921e-05,4.49777219720857e-06,2.592465919224384e-06,2.030244394573313e-06,2.754885470790249e-05,0.00021159831770826013,0.0003164526320556849,7.082429484146134e-05,0.00024562833721422357,5.3020613227510746e-05,7.511904259921258e-06,2.2067194842554546e-05,2.967280268991765e-07,1.5835906277671842e-05,0.0004824953890026346,9.510914125347289e-06,0.00011030473968362546,1.1728565694804292e-05,4.0011431837667906e-05,0.0,5.149012129929394e-05,0.0013297007575935045,0.002838297280878065,Madhya Pradesh,2004
3.715928384482896e-05,4.39782039730553e-05,1.915427002310771e-06,4.368705906870407e-05,0.0,4.368705906870407e-05,1.4649185713672778e-05,1.023604190034876e-05,4.413143813324017e-06,2.543687059068704e-06,1.992044082403202e-06,2.7030505856609602e-05,0.0002076169636344691,0.00031049837878258525,6.949169164383478e-05,0.00024100668713875046,5.2022997382760546e-05,7.370563104891847e-06,2.1651986834120957e-05,2.911449043512372e-07,1.5537943842744975e-05,0.0004734169378911302,9.331960355258077e-06,0.00010822928733856781,1.1507885429883113e-05,3.9258591839361566e-05,0.0,5.05213026129489e-05,0.001304681610061968,0.002784892950615695,Madhya Pradesh,2005
3.647302124459485e-05,4.316600864824215e-05,1.8800526414739614e-06,4.288024064673811e-05,0.0,4.288024064673811e-05,1.4378642601992856e-05,1.0047001316036849e-05,4.331641285956007e-06,2.4967099078774205e-06,1.95525474713292e-06,2.6531302876480542e-05,0.00020378266591464562,0.00030476405339349504,6.820830983267531e-05,0.00023655574356081971,5.106222974243279e-05,7.234442564391803e-06,2.1252115059221657e-05,2.857680015040421e-07,1.5250987027636774e-05,0.00046467381086670427,9.15961646926114e-06,0.00010623049445384471,1.129535626997556e-05,3.853355893965031e-05,0.0,4.95882684715172e-05,0.00128058657642414,0.0027334611769129534,Madhya Pradesh,2006
3.5811646981336594e-05,4.238326879853032e-05,1.845961184604979e-06,4.2102682698470365e-05,0.0,4.2102682698470365e-05,1.411791113985888e-05,9.864816570529007e-06,4.253094569329872e-06,2.4514364531554123e-06,1.919799631989178e-06,2.6050204237145465e-05,0.0002000874247217029,0.00029923769186920553,6.697147177746865e-05,0.0002322662200917369,5.013630577387123e-05,7.10325863835996e-06,2.0866745230774683e-05,2.8058610005995684e-07,1.497443712951559e-05,0.00045624776638696665,8.993522891395457e-06,0.00010430419077491974,1.1090534797106714e-05,3.783482043966365e-05,0.0,4.868907220514093e-05,0.001257365385126574,0.002683894653210348,Madhya Pradesh,2007
3.5173831249737104e-05,4.1628410592472364e-05,1.813084085037995e-06,4.135282181154659e-05,0.0,4.135282181154659e-05,1.3866467082370586e-05,9.689121350443046e-06,4.177345731927541e-06,2.4077756649304575e-06,1.8856074484395147e-06,2.5586242608056185e-05,0.00019652381014543835,0.00029390818252099913,6.577869060517846e-05,0.00022812949191582067,4.9243363749631947e-05,6.976747559226205e-06,2.0495102497269494e-05,2.7558878092577526e-07,1.4707738097828215e-05,0.0004481218624579908,8.833345662305111e-06,0.00010244650314098687,1.0893009182908274e-05,3.7160971406938744e-05,0.0,4.782190582696215e-05,0.0012349713460191201,0.002636093717591122,Madhya Pradesh,2008
3.455833732357434e-05,4.089997035820963e-05,1.7813575939986775e-06,4.0629204003921835e-05,0.0,4.0629204003921835e-05,1.3623822878901886e-05,9.519574982328932e-06,4.104247896572953e-06,2.365642884830244e-06,1.8526118977586246e-06,2.5138518366509336e-05,0.00019308491232870466,0.0002887651914175616,6.462765351027202e-05,0.0002241375379072896,4.838167225300408e-05,6.854664021706911e-06,2.013646624256105e-05,2.7076635428779897e-07,1.4450372802517273e-05,0.00044028034293271313,8.678774197961557e-06,0.00010065382949130128,1.0702396424744055e-05,3.6510705246596895e-05,0.0,4.698508789930912e-05,0.0012133610370066352,0.0025899656839273094,Madhya Pradesh,2009
3.396401355199155e-05,4.0196585111016807e-05,1.7507223480408016e-06,3.9930475314114604e-05,0.0,3.9930475314114604e-05,1.338952451781605e-05,9.355860227930044e-06,4.033664289886007e-06,2.3249592781981846e-06,1.8207512419624336e-06,2.470619377555179e-05,0.00018976429674883856,0.00028379909550680613,6.351620678692029e-05,0.00022028288871988583,4.7549618972788174e-05,6.736779595261005e-06,1.9790165422253222e-05,2.6610979690220184e-07,1.4201859687306984e-05,0.00043270853554176454,8.529519279654786e-06,9.892281555369745e-05,1.0518339867029136e-05,3.588280524544427e-05,0.0,4.6177052651924184e-05,0.0011924940230339039,0.0025454242420422666,Madhya Pradesh,2010
3.338978616767869e-05,3.951698404174756e-05,1.721122998333953e-06,3.92553733460008e-05,0.0,3.92553733460008e-05,1.3163148691258071e-05,9.197681303096645e-06,3.965467388161428e-06,2.2856513417874895e-06,1.789967918267311e-06,2.4288487752488743e-05,0.00018655596403541384,0.00027900092252192713,6.244234237955581e-05,0.00021655858014237129,4.674570063475016e-05,6.622881297589051e-06,1.9455574373167005e-05,2.616106957467608e-07,1.3961749762485027e-05,0.0004253927602682198,8.385311247883019e-06,9.725033389786168e-05,1.034050697399039e-05,3.5276136973852696e-05,0.0,4.539634020405634e-05,0.001172332603577182,0.0025023889187216876,Madhya Pradesh,2011
2.9304596455372166e-05,1.5008412555868661e-05,1.042537598447548e-06,1.3439445080977302e-05,0.0,1.3439445080977302e-05,1.016732212347361e-05,6.306836362885662e-06,3.86048576058795e-06,5.460419698799533e-06,3.3856666563445122e-06,2.3111303791327326e-05,0.00015558583387524644,0.0004115030089080193,9.15884763467831e-05,0.0003199145325612362,6.935455568286212e-05,1.5916762146595236e-05,4.410656592243933e-05,2.735370926619804e-06,1.2469162563610277e-05,0.0003118529299435378,3.1792235675430176e-06,2.913944198433097e-05,1.15608129728837e-05,6.286192054005512e-05,1.0322154440074733e-08,9.282713487959207e-05,0.00044347072120893075,0.0017674934712373167,Maharashtra,2001
2.8843272019791015e-05,1.4772144246839076e-05,1.0261255632260982e-06,1.3227876072479007e-05,0.0,1.3227876072479007e-05,1.0007264156214917e-05,6.207551674565801e-06,3.7997124816491157e-06,5.374459633134712e-06,3.332368165724358e-06,2.274747659468548e-05,0.00015313654073769285,0.00040502496736209535,9.0146654678269e-05,0.00031487831268382636,6.826274910214013e-05,1.5666194242521223e-05,4.3412223085793244e-05,2.6923096460882774e-06,1.2272868122545808e-05,0.0003069436189721473,3.129174984887507e-06,2.8680717475121534e-05,1.1378818126863663e-05,6.187232356482117e-05,1.0159659041842556e-08,9.13658137632901e-05,0.00043648943141468173,0.0017396688967118263,Maharashtra,2002
2.8396247174378364e-05,1.4543199503890856e-05,1.0102222488947568e-06,1.3022865030306667e-05,0.0,1.3022865030306667e-05,9.852167476844906e-06,6.1113444957890734e-06,3.7408229810558323e-06,5.2911640560923405e-06,3.280721758786933e-06,2.2394926883914462e-05,0.0001507631678969373,0.00039874772449938987,8.8749524895477e-05,0.00030999819960391285,6.72047850527116e-05,1.5423393146492227e-05,4.273940266858709e-05,2.6505831282882236e-06,1.2082658184800657e-05,0.0003021864810258257,3.080677749104803e-06,2.823621196663266e-05,1.1202464542199284e-05,6.0913400948208605e-05,1.0002200484106504e-08,8.994978895356978e-05,0.0004297245393986677,0.0017127067954950089,Maharashtra,2003
2.796286720346704e-05,1.4321243012976779e-05,9.948043633498314e-07,1.2824111693876043e-05,0.0,1.2824111693876043e-05,9.70180492969885e-06,6.018073920858881e-06,3.6837310088399693e-06,5.2104109723966415e-06,3.230651793848957e-06,2.2053138312279924e-05,0.00014846223929477234,0.000392662086626776,8.739504075250548e-05,0.00030526704587427054,6.617911403314373e-05,1.518800325035089e-05,4.208711925340425e-05,2.61013026027431e-06,1.1898254167590061e-05,0.00029757454876757527,3.0336608308093864e-06,2.7805274433035384e-05,1.1031493930215952e-05,5.998374824554924e-05,9.849548151978528e-09,8.857698653074291e-05,0.0004231661372534535,0.0016865676787077392,Maharashtra,2004
2.754251675931585e-05,1.4105959622418192e-05,9.798500150373022e-07,1.2631333857213539e-05,0.0,1.2631333857213539e-05,9.555963017938047e-06,5.927607516710808e-06,3.628355501227238e-06,5.1320857223240876e-06,3.1820871775468825e-06,2.1721625580876432e-05,0.00014623048788769562,0.0003867594128661098,8.608127904382161e-05,0.0003006781338222882,6.518427971322409e-05,1.4959690328589308e-05,4.145444667578606e-05,2.5708936038107435e-06,1.171939423925803e-05,0.00029310127380501955,2.9880574715989017e-06,2.7387292994557466e-05,1.0865663533086916e-05,5.9082045461160106e-05,9.701485297399031e-09,8.724545727950949e-05,0.0004168049128321546,0.0016612144319295284,Maharashtra,2005
2.7134616946949387e-05,1.3897052849899405e-05,9.65338609243356e-07,1.2444266032028214e-05,0.0,1.2444266032028214e-05,9.4144408921258e-06,5.839820695521689e-06,3.5746201966041107e-06,5.0560804385122315e-06,3.13496102803783e-06,2.1399932139563114e-05,0.00014406484016955552,0.00038103157421876866,8.480643049323068e-05,0.000296225143725538,6.421891203471396e-05,1.4738139954982725e-05,4.084051363660258e-05,2.532819123262271e-06,1.1545832078871032e-05,0.00028876049566792353,2.9438048677916205e-06,2.698169201875242e-05,1.070474497378771e-05,5.820705079497068e-05,9.557808012310456e-09,8.595336745470793e-05,0.00041063210563289416,0.0016366121393719564,Maharashtra,2006
2.6738622664255575e-05,1.3694243520192887e-05,9.512507534659434e-07,1.22626582278481e-05,0.0,1.22626582278481e-05,9.277049427365883e-06,5.7545961422543705e-06,3.522453285111513e-06,4.982293550331525e-06,3.0892103676913805e-06,2.108762808921037e-05,0.00014196240204942737,0.0003754709162145871,8.356879144062689e-05,0.00029190212477396023,6.328172091621459e-05,1.4523056057866185e-05,4.024449969861362e-05,2.4958559373116334e-06,1.1377335744424351e-05,0.0002845464135021097,2.90084388185654e-06,2.6587929475587705e-05,1.0548523206751054e-05,5.735759493670886e-05,9.418324291742014e-09,8.469899035563593e-05,0.0004046394665461121,0.00161272792344786,Maharashtra,2007
2.6354020171639955e-05,1.3497268520452447e-05,9.375681709530242e-07,1.2086274837434033e-05,0.0,1.2086274837434033e-05,9.143610380086424e-06,5.671823291606908e-06,3.471787088479515e-06,4.910629331031186e-06,3.0447758423028904e-06,2.0784308264988327e-05,0.00013992044594826665,0.0003700702247842897,8.236675624619983e-05,0.0002877034685380899,6.237149050132049e-05,1.4314159600094685e-05,3.966563162853735e-05,2.4599560921044694e-06,1.1213686638725278e-05,0.000280453560206265,2.859118778747836e-06,2.6205494520795912e-05,1.039679555908304e-05,5.653257585251403e-05,9.282853177752713e-09,8.348069862753016e-05,0.00039881922107578985,0.0015895307981861305,Maharashtra,2008
2.5980324868451156e-05,1.3305879661404713e-05,9.242736215968886e-07,1.1914893617021277e-05,0.0,1.1914893617021277e-05,9.013955616563716e-06,5.591397849462365e-06,3.42255776710135e-06,4.8409974834134065e-06,3.001601464195836e-06,2.0489590482727065e-05,0.00013793639899336535,0.000364822695035461,8.119881034088309e-05,0.0002836238846945779,6.148707389613361e-05,1.4111187371310913e-05,3.9103180050331735e-05,2.4250743536948066e-06,1.1054678563257836e-05,0.0002764767787691604,2.8185769846717e-06,2.5833905284831848e-05,1.0249370853351635e-05,5.573095401509952e-05,9.151223976206817e-09,8.229695721802792e-05,0.0003931640356897735,0.001566991535117822,Maharashtra,2009
